TargetID,Heritability_Score,Chromosome
ENSG00000111886,0.254255,6
ENSG00000111897,-0.009153,6
ENSG00000111906,0.286251,6
ENSG00000111907,0.143688,6
ENSG00000111911,0.023246,6
ENSG00000111912,-0.005113,6
ENSG00000111913,0.082076,6
ENSG00000111961,0.205187,6
ENSG00000111962,0.260772,6
ENSG00000111981,0.01634,6
ENSG00000112029,0.043182,6
ENSG00000112031,0.663284,6
ENSG00000112033,0.052415,6
ENSG00000112039,0.02909,6
ENSG00000112062,0.070706,6
ENSG00000112078,0.00261,6
ENSG00000112079,0.188423,6
ENSG00000112081,0.009507,6
ENSG00000112096,0.191809,6
ENSG00000112110,0.207328,6
ENSG00000112130,0.256907,6
ENSG00000112137,0.053082,6
ENSG00000112139,0.864018,6
ENSG00000112144,0.015937,6
ENSG00000112146,-0.013118,6
ENSG00000112149,-0.004361,6
ENSG00000112159,0.028967,6
ENSG00000112167,-0.022161,6
ENSG00000112182,0.000865,6
ENSG00000112195,-0.022541,6
ENSG00000112200,-0.001837,6
ENSG00000112208,0.063743,6
ENSG00000112210,0.257362,6
ENSG00000112218,0.249468,6
ENSG00000112234,-0.011096,6
ENSG00000112237,0.122511,6
ENSG00000112238,0.051437,6
ENSG00000112242,0.212448,6
ENSG00000112245,-0.002943,6
ENSG00000112249,0.104191,6
ENSG00000112276,-0.068098,6
ENSG00000112282,0.079034,6
ENSG00000112290,0.142811,6
ENSG00000112293,0.137965,6
ENSG00000112294,0.276258,6
ENSG00000112297,0.61284,6
ENSG00000112299,0.173384,6
ENSG00000112303,0.086185,6
ENSG00000112304,0.100284,6
ENSG00000112305,-0.023598,6
ENSG00000112306,0.034776,6
ENSG00000112308,0.440465,6
ENSG00000112309,0.165447,6
ENSG00000112312,-0.081519,6
ENSG00000112320,-0.0823,6
ENSG00000112335,0.097121,6
ENSG00000112339,0.146673,6
ENSG00000112343,0.089499,6
ENSG00000112357,0.3838,6
ENSG00000112365,0.057397,6
ENSG00000112367,0.027915,6
ENSG00000112394,-0.015401,6
ENSG00000112406,-0.027601,6
ENSG00000112419,0.1136,6
ENSG00000112425,-0.022251,6
ENSG00000112473,-0.018844,6
ENSG00000112486,-0.089962,6
ENSG00000112511,0.111938,6
ENSG00000112514,-0.016013,6
ENSG00000112531,0.007364,6
ENSG00000112561,0.023267,6
ENSG00000112576,0.013501,6
ENSG00000112578,-0.113594,6
ENSG00000112584,0.352596,6
ENSG00000112592,-0.018244,6
ENSG00000112599,0.526401,6
ENSG00000112619,-0.013639,6
ENSG00000112624,0.079439,6
ENSG00000112640,-0.094836,6
ENSG00000112651,-0.117001,6
ENSG00000112655,0.012332,6
ENSG00000112659,0.089885,6
ENSG00000112667,0.310541,6
ENSG00000112679,-0.015826,6
ENSG00000112685,0.358555,6
ENSG00000112695,-0.010945,6
ENSG00000112697,0.027636,6
ENSG00000112699,-0.107698,6
ENSG00000112701,0.113716,6
ENSG00000112706,0.001162,6
ENSG00000112715,0.120004,6
ENSG00000112739,-0.106321,6
ENSG00000112742,-0.032402,6
ENSG00000112759,0.051691,6
ENSG00000112761,0.041474,6
ENSG00000112763,0.007597,6
ENSG00000112773,-0.028311,6
ENSG00000112782,-0.010022,6
ENSG00000112787,0.323322,12
ENSG00000112796,-0.021543,6
ENSG00000112799,0.598975,6
ENSG00000112812,0.153215,6
ENSG00000112851,-0.023236,5
ENSG00000112855,0.004255,5
ENSG00000112874,0.506681,5
ENSG00000112877,0.272606,5
ENSG00000112893,0.057119,5
ENSG00000112902,0.260168,5
ENSG00000112941,0.245251,5
ENSG00000112964,-0.000253,5
ENSG00000112972,0.057908,5
ENSG00000112977,0.365281,5
ENSG00000112981,-0.008111,5
ENSG00000112983,-0.018463,5
ENSG00000112984,-0.025352,5
ENSG00000112992,0.472723,5
ENSG00000112996,-0.028839,5
ENSG00000113013,0.023823,5
ENSG00000113048,0.020464,5
ENSG00000113068,0.049399,5
ENSG00000113070,-0.032145,5
ENSG00000113083,-0.075278,5
ENSG00000113108,0.022814,5
ENSG00000113119,0.140933,5
ENSG00000113140,-0.000437,5
ENSG00000113141,0.002174,5
ENSG00000113161,0.022164,5
ENSG00000113194,0.033086,5
ENSG00000113231,0.609128,5
ENSG00000113240,-0.006753,5
ENSG00000113263,0.058446,5
ENSG00000113269,0.064783,5
ENSG00000113272,0.176536,5
ENSG00000113273,0.039188,5
ENSG00000113282,0.041872,5
ENSG00000113296,0.528306,5
ENSG00000113300,-0.029673,5
ENSG00000113302,0.057659,5
ENSG00000113312,0.003655,5
ENSG00000113318,0.300739,5
ENSG00000113319,0.066563,5
ENSG00000113328,0.067339,5
ENSG00000113356,0.352231,5
ENSG00000113360,0.220423,5
ENSG00000113368,0.005073,5
ENSG00000113369,-0.089524,5
ENSG00000113384,0.043185,5
ENSG00000113387,0.103384,5
ENSG00000113391,0.020567,5
ENSG00000113407,0.045596,5
ENSG00000113441,0.158487,5
ENSG00000113456,0.046352,5
ENSG00000113460,0.335484,5
ENSG00000113504,0.413464,5
ENSG00000113520,-0.000898,5
ENSG00000113522,0.080758,5
ENSG00000113532,0.033548,5
ENSG00000113552,-0.052195,5
ENSG00000113555,0.145176,5
ENSG00000113558,-0.013526,5
ENSG00000113569,0.003606,5
ENSG00000113575,-0.063756,5
ENSG00000113580,-0.082741,5
ENSG00000113583,-0.072525,5
ENSG00000113593,0.087499,5
ENSG00000113595,0.087359,5
ENSG00000113597,0.128777,5
ENSG00000113615,-0.077121,5
ENSG00000113638,0.045604,5
ENSG00000113643,0.267042,5
ENSG00000113645,0.410353,5
ENSG00000113648,0.079386,5
ENSG00000113649,-0.045272,5
ENSG00000113657,0.099901,5
ENSG00000113712,-0.006969,5
ENSG00000113716,0.184792,5
ENSG00000113719,0.070544,5
ENSG00000113721,0.282593,5
ENSG00000113732,0.214368,5
ENSG00000113734,0.138073,5
ENSG00000113739,0.007138,5
ENSG00000113742,0.081719,5
ENSG00000113758,-0.009746,5
ENSG00000113761,0.002528,5
ENSG00000113790,0.186764,3
ENSG00000113810,0.077152,3
ENSG00000113811,0.260848,3
ENSG00000113812,0.307603,3
ENSG00000113838,0.069285,3
ENSG00000113845,0.106044,3
ENSG00000113851,-0.081278,3
ENSG00000113916,0.027002,3
ENSG00000113924,0.050108,3
ENSG00000113946,0.214853,3
ENSG00000113966,0.125157,3
ENSG00000113971,0.477829,3
ENSG00000114013,-0.014204,3
ENSG00000114019,-0.023234,3
ENSG00000114021,0.158008,3
ENSG00000114023,-0.028067,3
ENSG00000114026,0.170239,3
ENSG00000114030,0.039169,3
ENSG00000114054,0.133185,3
ENSG00000114062,0.105024,15
ENSG00000114098,-0.037451,3
ENSG00000114107,0.065577,3
ENSG00000114125,-0.063432,3
ENSG00000114126,0.11384,3
ENSG00000114127,0.153197,3
ENSG00000114166,0.031318,3
ENSG00000114200,0.145491,3
ENSG00000114209,0.027945,3
ENSG00000114248,0.091566,3
ENSG00000114251,-0.023161,3
ENSG00000114268,0.038579,3
ENSG00000114270,0.007289,3
ENSG00000114302,0.001973,3
ENSG00000114315,-0.023777,3
ENSG00000114316,0.066858,3
ENSG00000114331,0.112288,3
ENSG00000114346,0.047982,3
ENSG00000114353,0.020462,3
ENSG00000114354,0.001654,3
ENSG00000114378,0.057509,3
ENSG00000114383,0.002092,3
ENSG00000114388,0.024958,3
ENSG00000114391,-0.019187,3
ENSG00000114405,0.023664,3
ENSG00000114416,0.175354,3
ENSG00000114423,0.034953,3
ENSG00000114439,0.000338,3
ENSG00000114446,0.246473,3
ENSG00000114450,0.020217,3
ENSG00000114455,0.186479,3
ENSG00000114473,0.063002,3
ENSG00000114480,-0.002801,3
ENSG00000114491,-0.102716,3
ENSG00000114503,-0.053186,3
ENSG00000114520,0.037521,3
ENSG00000114529,-0.012558,3
ENSG00000114541,-0.064484,3
ENSG00000114544,0.418962,3
ENSG00000114554,-0.005322,3
ENSG00000114573,0.021756,3
ENSG00000114626,0.050927,3
ENSG00000114631,-0.103227,3
ENSG00000114646,-0.014903,3
ENSG00000114648,0.392772,3
ENSG00000114650,0.059952,3
ENSG00000114670,0.142869,3
ENSG00000114735,0.077745,3
ENSG00000114737,-0.018495,3
ENSG00000114738,-0.015525,3
ENSG00000114739,-0.184967,3
ENSG00000114742,-0.075809,3
ENSG00000114744,0.225984,3
ENSG00000114745,-0.074939,3
ENSG00000114757,0.144779,3
ENSG00000114767,0.11806,3
ENSG00000114770,-0.010207,3
ENSG00000114779,0.105687,3
ENSG00000114784,0.051655,3
ENSG00000114790,0.026897,3
ENSG00000114796,-0.014106,3
ENSG00000114805,0.024137,3
ENSG00000114812,0.30621,3
ENSG00000114841,0.032509,3
ENSG00000114850,0.118014,3
ENSG00000114853,-0.011382,3
ENSG00000114854,-0.002456,3
ENSG00000114857,0.206841,3
ENSG00000114859,0.062463,3
ENSG00000114861,0.008787,3
ENSG00000114902,-0.00167,3
ENSG00000114904,0.13303,3
ENSG00000114933,-0.03395,2
ENSG00000114942,-0.020026,2
ENSG00000114948,0.032448,2
ENSG00000114956,0.145665,2
ENSG00000114978,0.084187,2
ENSG00000114982,0.028271,2
ENSG00000114988,0.197648,2
ENSG00000114993,-0.012656,2
ENSG00000114999,-0.009001,2
ENSG00000115008,0.104934,2
ENSG00000115009,0.086108,2
ENSG00000115020,0.12014,2
ENSG00000115042,-0.01496,2
ENSG00000115053,-0.038715,2
ENSG00000115073,0.147911,2
ENSG00000115084,0.109998,2
ENSG00000115085,-0.003627,2
ENSG00000115091,0.256466,2
ENSG00000115107,0.145644,2
ENSG00000115109,0.036782,2
ENSG00000115112,-0.179344,2
ENSG00000115128,-0.023762,2
ENSG00000115129,-0.017527,2
ENSG00000115137,0.045919,2
ENSG00000115138,0.079849,2
ENSG00000115145,0.225341,2
ENSG00000115155,0.0612,2
ENSG00000115159,-0.039891,2
ENSG00000115163,0.023235,2
ENSG00000115165,0.037656,2
ENSG00000115170,-0.012194,2
ENSG00000115183,0.126021,2
ENSG00000115194,-0.01008,2
ENSG00000115207,-0.026184,2
ENSG00000115211,0.029585,2
ENSG00000115216,0.177756,2
ENSG00000115232,0.033139,2
ENSG00000115233,-0.016753,2
ENSG00000115239,0.142014,2
ENSG00000115241,0.010889,2
ENSG00000115255,-0.017226,19
ENSG00000115257,0.31377,19
ENSG00000115267,-0.009008,2
ENSG00000115268,-0.067502,19
ENSG00000115271,0.007945,2
ENSG00000115274,0.1021,2
ENSG00000115275,0.079903,2
ENSG00000115282,-0.066593,2
ENSG00000115286,-0.048904,19
ENSG00000115289,-0.001789,2
ENSG00000115295,-0.082464,2
ENSG00000115306,0.107706,2
ENSG00000115307,0.042299,2
ENSG00000115310,0.069684,2
ENSG00000115317,-0.058817,2
ENSG00000115318,-0.028693,2
ENSG00000115325,-0.050621,2
ENSG00000115339,0.094085,2
ENSG00000115350,0.346629,2
ENSG00000115353,-0.000902,2
ENSG00000115355,0.117582,2
ENSG00000115363,-0.036423,2
ENSG00000115364,0.124516,2
ENSG00000115365,0.011798,2
ENSG00000115368,0.322943,2
ENSG00000115392,0.053492,2
ENSG00000115414,0.077203,2
ENSG00000115415,0.122508,2
ENSG00000115419,0.037464,2
ENSG00000115421,0.039442,2
ENSG00000115423,0.563635,2
ENSG00000115425,0.128664,2
ENSG00000115446,0.034083,2
ENSG00000115457,0.056366,2
ENSG00000115459,-0.005297,2
ENSG00000115464,-0.032065,2
ENSG00000115484,-0.002115,2
ENSG00000115486,0.577365,2
ENSG00000115504,0.076898,2
ENSG00000115507,0.064829,2
ENSG00000115514,0.049402,2
ENSG00000115520,-0.045563,2
ENSG00000115524,0.008121,2
ENSG00000115525,0.033297,2
ENSG00000115526,0.190347,2
ENSG00000115539,0.101519,2
ENSG00000115540,0.025259,2
ENSG00000115541,0.041399,2
ENSG00000115548,0.005091,2
ENSG00000115556,0.280953,2
ENSG00000115561,0.193117,2
ENSG00000115568,-0.015301,2
ENSG00000115590,0.004048,2
ENSG00000115594,0.20343,2
ENSG00000115596,-0.032727,2
ENSG00000115604,0.144211,2
ENSG00000115607,-0.052909,2
ENSG00000115616,-0.00449,2
ENSG00000115641,0.101917,2
ENSG00000115649,0.276518,2
ENSG00000115652,-0.001888,2
ENSG00000115657,-0.059849,2
ENSG00000115661,0.025552,2
ENSG00000115677,0.139678,2
ENSG00000115685,-0.023211,2
ENSG00000115687,0.313346,2
ENSG00000115694,0.203551,2
ENSG00000115705,0.085396,2
ENSG00000115738,-0.016351,2
ENSG00000115750,0.644674,2
ENSG00000115756,0.023103,2
ENSG00000115758,0.10171,2
ENSG00000115761,-0.070346,2
ENSG00000115762,-0.002013,2
ENSG00000115806,0.059778,2
ENSG00000115808,0.158461,2
ENSG00000115816,0.278127,2
ENSG00000115825,0.095219,2
ENSG00000115827,-0.022262,2
ENSG00000115828,0.089622,2
ENSG00000115839,-0.023606,2
ENSG00000115840,0.072023,2
ENSG00000115841,0.166643,2
ENSG00000115844,-0.060119,2
ENSG00000115850,0.136312,2
ENSG00000115866,0.207626,2
ENSG00000115875,0.187009,2
ENSG00000115884,0.007977,2
ENSG00000115896,0.031853,2
ENSG00000115902,0.262192,2
ENSG00000115904,-0.023913,2
ENSG00000115919,0.017739,2
ENSG00000115935,-0.02907,2
ENSG00000115942,-0.024051,2
ENSG00000115944,0.190436,2
ENSG00000115946,0.322488,2
ENSG00000115947,0.12573,2
ENSG00000115956,-0.117089,2
ENSG00000115963,-0.059639,2
ENSG00000115966,0.069383,2
ENSG00000115970,-0.006035,2
ENSG00000115977,0.002187,2
ENSG00000115993,-0.041373,2
ENSG00000115998,0.10282,2
ENSG00000116001,-0.03361,2
ENSG00000116005,0.095885,2
ENSG00000116014,0.147223,19
ENSG00000116016,-0.169144,2
ENSG00000116017,0.042122,19
ENSG00000116030,-0.026893,2
ENSG00000116044,0.061388,2
ENSG00000116062,0.116787,2
ENSG00000116095,0.002669,2
ENSG00000116096,-0.035705,2
ENSG00000116106,0.208476,2
ENSG00000116120,-0.042954,2
ENSG00000116127,0.431435,2
ENSG00000116128,-0.013456,1
ENSG00000116132,0.087084,1
ENSG00000116133,-0.038388,1
ENSG00000116138,0.038034,1
ENSG00000116141,-0.03447,1
ENSG00000116151,-0.035609,1
ENSG00000116157,0.203467,1
ENSG00000116161,0.117432,1
ENSG00000116171,0.379172,1
ENSG00000116191,0.059496,1
ENSG00000116194,0.022697,1
ENSG00000116198,0.345777,1
ENSG00000116199,0.309666,1
ENSG00000116205,0.284606,1
ENSG00000116209,-0.021231,1
ENSG00000116212,0.254203,1
ENSG00000116213,0.069954,1
ENSG00000116221,-0.09697,1
ENSG00000116237,0.22791,1
ENSG00000116251,-0.052472,1
ENSG00000116254,-0.012926,1
ENSG00000116260,0.150452,1
ENSG00000116266,0.103077,1
ENSG00000116273,-0.034632,1
ENSG00000116285,-0.064028,1
ENSG00000116288,0.003437,1
ENSG00000116299,-0.07269,1
ENSG00000116337,-0.04992,1
ENSG00000116353,0.139938,1
ENSG00000116396,0.078269,1
ENSG00000116406,0.21279,1
ENSG00000116455,0.009766,1
ENSG00000116459,-0.061824,1
ENSG00000116473,0.149301,1
ENSG00000116478,-0.028555,1
ENSG00000116489,0.161082,1
ENSG00000116497,0.04226,1
ENSG00000116514,0.062923,1
ENSG00000116521,0.057271,1
ENSG00000116525,0.058676,1
ENSG00000116539,-0.00069,1
ENSG00000116544,-0.009717,1
ENSG00000116560,-0.03874,1
ENSG00000116574,-0.007102,1
ENSG00000116580,0.086892,1
ENSG00000116584,0.046305,1
ENSG00000116586,0.020622,1
ENSG00000116604,0.028448,1
ENSG00000116641,0.042135,1
ENSG00000116652,0.063424,1
ENSG00000116661,-0.081997,1
ENSG00000116663,-0.059904,1
ENSG00000116667,-0.064131,1
ENSG00000116670,0.129182,1
ENSG00000116675,0.168016,1
ENSG00000116678,0.383202,1
ENSG00000116679,0.182977,1
ENSG00000116685,0.068119,1
ENSG00000116688,-0.008452,1
ENSG00000116690,0.006861,1
ENSG00000116691,0.014538,1
ENSG00000116698,0.300683,1
ENSG00000116701,0.066395,1
ENSG00000116703,0.136144,1
ENSG00000116704,0.238434,1
ENSG00000116711,-0.047514,1
ENSG00000116717,-0.053308,1
ENSG00000116729,0.035076,1
ENSG00000116731,-0.02641,1
ENSG00000116741,0.088322,1
ENSG00000116747,0.106911,1
ENSG00000116748,0.069614,1
ENSG00000116750,0.140715,1
ENSG00000116752,0.096339,1
ENSG00000116754,-0.066799,1
ENSG00000116761,0.104485,1
ENSG00000116771,0.232746,1
ENSG00000116783,0.338435,1
ENSG00000116786,-0.071945,1
ENSG00000116791,0.478748,1
ENSG00000116793,0.021316,1
ENSG00000116809,0.033168,1
ENSG00000116815,0.017732,1
ENSG00000116819,0.002143,1
ENSG00000116824,-0.092424,1
ENSG00000116830,0.072994,1
ENSG00000116852,0.118819,1
ENSG00000116857,-0.00093,1
ENSG00000116863,0.030573,1
ENSG00000116871,0.088321,1
ENSG00000116874,0.447794,1
ENSG00000116885,-0.014061,1
ENSG00000116898,0.074179,1
ENSG00000116906,0.08069,1
ENSG00000116918,-0.026579,1
ENSG00000116922,0.188214,1
ENSG00000116954,0.172036,1
ENSG00000116957,0.20689,1
ENSG00000116962,0.160945,1
ENSG00000116977,0.101226,1
ENSG00000116981,0.157713,1
ENSG00000116983,0.174794,1
ENSG00000116984,-0.016453,1
ENSG00000116985,0.4759,1
ENSG00000116990,0.122742,1
ENSG00000116991,0.02152,1
ENSG00000117000,0.00431,1
ENSG00000117009,-0.063849,1
ENSG00000117010,-0.079023,1
ENSG00000117013,0.179868,1
ENSG00000117016,0.011724,1
ENSG00000117020,-0.002451,1
ENSG00000117036,0.000755,1
ENSG00000117054,0.089313,1
ENSG00000117090,-0.0197,1
ENSG00000117091,-0.066182,1
ENSG00000117115,0.184503,1
ENSG00000117118,0.072048,1
ENSG00000117133,-0.078709,1
ENSG00000117139,0.147196,1
ENSG00000117143,-0.064963,1
ENSG00000117151,0.033876,1
ENSG00000117153,0.131545,1
ENSG00000117155,-0.059759,1
ENSG00000117174,0.501179,1
ENSG00000117215,-0.059085,1
ENSG00000117222,0.152756,1
ENSG00000117226,0.573487,1
ENSG00000117228,0.176411,1
ENSG00000117262,-0.023897,1
ENSG00000117266,-0.015837,1
ENSG00000117280,0.184935,1
ENSG00000117281,0.034327,1
ENSG00000117298,-0.061399,1
ENSG00000117305,0.15974,1
ENSG00000117308,-0.010886,1
ENSG00000117318,-0.06398,1
ENSG00000117322,-0.060133,1
ENSG00000117335,0.250322,1
ENSG00000117360,0.010099,1
ENSG00000117362,-0.04777,1
ENSG00000117394,0.125818,1
ENSG00000117395,0.15462,1
ENSG00000117399,0.001269,1
ENSG00000117407,-0.006999,1
ENSG00000117408,-0.05081,1
ENSG00000117410,0.169676,1
ENSG00000117411,-0.053141,1
ENSG00000117419,-0.029961,1
ENSG00000117425,-0.021646,1
ENSG00000117448,0.075794,1
ENSG00000117450,0.024948,1
ENSG00000117461,-0.010255,1
ENSG00000117472,-0.022258,1
ENSG00000117475,0.036183,1
ENSG00000117477,0.011383,1
ENSG00000117479,-0.046273,1
ENSG00000117480,0.405077,1
ENSG00000117481,0.421284,1
ENSG00000117500,0.131633,1
ENSG00000117505,0.213025,1
ENSG00000117519,-0.000184,1
ENSG00000117523,-0.076577,1
ENSG00000117533,0.283258,1
ENSG00000117543,0.008015,1
ENSG00000117569,0.231889,1
ENSG00000117586,0.065926,1
ENSG00000117592,0.022208,1
ENSG00000117593,0.056761,1
ENSG00000117594,0.034463,1
ENSG00000117595,0.138085,1
ENSG00000117597,0.12073,1
ENSG00000117602,0.156147,1
ENSG00000117616,-0.038245,1
ENSG00000117620,0.130737,1
ENSG00000117625,-0.042794,1
ENSG00000117632,0.009783,1
ENSG00000117640,0.153236,1
ENSG00000117643,-0.050184,1
ENSG00000117650,0.120702,1
ENSG00000117676,0.08028,1
ENSG00000117682,-0.007199,1
ENSG00000117691,-0.102481,1
ENSG00000117697,0.079537,1
ENSG00000117713,0.063193,1
ENSG00000117724,0.005089,1
ENSG00000117748,0.004057,1
ENSG00000117751,0.215964,1
ENSG00000117758,0.05333,1
ENSG00000117791,0.343541,1
ENSG00000117859,0.020596,1
ENSG00000117862,0.061131,1
ENSG00000117868,0.152312,7
ENSG00000117899,0.047997,15
ENSG00000117906,0.144186,15
ENSG00000117984,-0.060118,11
ENSG00000118004,0.113346,2
ENSG00000118007,-0.035274,3
ENSG00000118046,0.152362,19
ENSG00000118058,0.072352,11
ENSG00000118096,0.29677,11
ENSG00000118156,-0.087676,19
ENSG00000118162,0.145669,19
ENSG00000118181,0.032177,11
ENSG00000118193,0.154232,1
ENSG00000118197,0.413159,1
ENSG00000118200,-0.010502,1
ENSG00000118217,0.175243,1
ENSG00000118242,0.196096,2
ENSG00000118246,-0.025244,2
ENSG00000118257,-0.042768,2
ENSG00000118260,0.109864,2
ENSG00000118263,-0.081195,2
ENSG00000118276,0.165889,18
ENSG00000118292,0.029573,1
ENSG00000118298,0.006351,1
ENSG00000118307,0.082834,12
ENSG00000118308,0.275832,12
ENSG00000118322,0.024756,5
ENSG00000118369,0.021504,11
ENSG00000118402,-0.065072,6
ENSG00000118407,0.090278,6
ENSG00000118418,0.022212,6
ENSG00000118420,0.073787,6
ENSG00000118432,0.020394,6
ENSG00000118454,-0.028771,1
ENSG00000118482,0.027286,6
ENSG00000118491,0.12167,6
ENSG00000118495,-0.031299,6
ENSG00000118496,-0.013542,6
ENSG00000118503,0.110991,6
ENSG00000118507,0.026468,6
ENSG00000118508,-0.018902,6
ENSG00000118513,0.01917,6
ENSG00000118514,0.463568,6
ENSG00000118515,-0.004372,6
ENSG00000118518,0.123893,6
ENSG00000118520,0.04302,6
ENSG00000118557,0.21759,16
ENSG00000118564,0.091599,4
ENSG00000118579,0.35864,4
ENSG00000118596,0.016079,12
ENSG00000118600,0.17026,12
ENSG00000118620,0.007297,19
ENSG00000118640,0.013092,2
ENSG00000118655,0.233919,1
ENSG00000118680,0.387129,18
ENSG00000118689,0.11244,6
ENSG00000118690,-0.054966,6
ENSG00000118705,-0.005071,20
ENSG00000118707,-0.066829,20
ENSG00000118762,0.067493,4
ENSG00000118777,0.039366,4
ENSG00000118785,0.053772,4
ENSG00000118804,0.034058,4
ENSG00000118816,0.062561,4
ENSG00000118855,0.258017,3
ENSG00000118873,0.094365,1
ENSG00000118898,0.018152,16
ENSG00000118900,0.007485,16
ENSG00000118922,0.123745,13
ENSG00000118939,0.182554,13
ENSG00000118960,-0.10635,2
ENSG00000118965,-0.09111,2
ENSG00000118971,0.012852,12
ENSG00000118985,-0.054426,5
ENSG00000118997,0.108133,2
ENSG00000119004,0.004884,2
ENSG00000119041,0.009914,2
ENSG00000119125,0.021512,9
ENSG00000119139,-0.093976,9
ENSG00000119185,-0.048356,2
ENSG00000119203,-0.059168,2
ENSG00000119227,0.118317,3
ENSG00000119231,0.298909,3
ENSG00000119242,0.125333,12
ENSG00000119280,0.026443,1
ENSG00000119285,0.344596,1
ENSG00000119314,0.216753,9
ENSG00000119318,-0.106217,9
ENSG00000119321,0.056632,9
ENSG00000119326,0.08392,9
ENSG00000119328,0.107063,9
ENSG00000119333,0.014207,9
ENSG00000119335,-0.05132,9
ENSG00000119383,0.170165,9
ENSG00000119392,0.053555,9
ENSG00000119396,-0.036098,9
ENSG00000119397,-0.011083,9
ENSG00000119401,0.01838,9
ENSG00000119402,0.15146,9
ENSG00000119403,0.261262,9
ENSG00000119408,-0.068042,9
ENSG00000119411,0.081574,9
ENSG00000119414,-0.014789,9
ENSG00000119421,-0.098159,9
ENSG00000119431,0.005429,9
ENSG00000119471,0.201352,9
ENSG00000119487,0.194904,9
ENSG00000119508,-0.026046,9
ENSG00000119509,0.133889,9
ENSG00000119514,0.115766,9
ENSG00000119522,0.029783,9
ENSG00000119523,0.061376,9
ENSG00000119535,-0.123032,1
ENSG00000119537,0.120223,18
ENSG00000119541,-0.045253,18
ENSG00000119559,0.05306,19
ENSG00000119574,-0.063043,19
ENSG00000119596,0.026783,14
ENSG00000119599,0.55856,14
ENSG00000119608,0.098476,14
ENSG00000119616,0.093998,14
ENSG00000119630,-0.007269,14
ENSG00000119632,0.112716,14
ENSG00000119638,-0.046273,14
ENSG00000119640,0.101072,14
ENSG00000119650,-0.062919,14
ENSG00000119655,-0.036123,14
ENSG00000119661,-0.025281,14
ENSG00000119669,-0.08862,14
ENSG00000119673,0.09732,14
ENSG00000119681,-0.07897,14
ENSG00000119682,-0.015771,14
ENSG00000119684,0.050422,14
ENSG00000119685,0.303523,14
ENSG00000119686,0.074159,14
ENSG00000119688,0.180118,14
ENSG00000119689,-0.002891,14
ENSG00000119698,0.228714,14
ENSG00000119699,-0.045664,14
ENSG00000119703,-0.014355,14
ENSG00000119705,-0.009053,14
ENSG00000119707,0.059408,14
ENSG00000119711,0.172776,14
ENSG00000119714,-0.013398,14
ENSG00000119715,0.214348,14
ENSG00000119718,0.225199,14
ENSG00000119720,0.029562,14
ENSG00000119723,0.200129,14
ENSG00000119725,0.059626,14
ENSG00000119729,0.038637,2
ENSG00000119737,0.334352,2
ENSG00000119760,0.053785,2
ENSG00000119771,0.162221,2
ENSG00000119772,-0.026404,2
ENSG00000119777,-0.028475,2
ENSG00000119778,-0.00723,2
ENSG00000119782,0.00423,2
ENSG00000119787,0.179571,2
ENSG00000119801,0.03094,2
ENSG00000119820,0.02423,2
ENSG00000119844,0.362602,2
ENSG00000119862,-0.103718,2
ENSG00000119866,0.032339,2
ENSG00000119878,0.272158,2
ENSG00000119888,0.092712,2
ENSG00000119899,0.019861,6
ENSG00000119900,0.143357,6
ENSG00000119912,-0.016209,10
ENSG00000119915,-0.04011,10
ENSG00000119917,0.218914,10
ENSG00000119922,0.168736,10
ENSG00000119927,-0.006985,10
ENSG00000119929,-0.006979,10
ENSG00000119943,-0.017383,10
ENSG00000119946,-0.004222,10
ENSG00000119950,0.286573,10
ENSG00000119953,0.016332,10
ENSG00000119965,0.265393,10
ENSG00000119969,-0.089093,10
ENSG00000119977,0.317356,10
ENSG00000119979,0.042308,10
ENSG00000119986,-0.04834,10
ENSG00000120008,0.053008,10
ENSG00000120029,0.112117,10
ENSG00000120049,-0.03129,10
ENSG00000120053,-0.017606,10
ENSG00000120055,-0.046664,10
ENSG00000120071,0.667274,17
ENSG00000120093,0.181142,17
ENSG00000120129,-0.05762,5
ENSG00000120137,0.166845,5
ENSG00000120158,0.164012,9
ENSG00000120159,0.072359,9
ENSG00000120162,0.251131,9
ENSG00000120215,0.023522,9
ENSG00000120217,0.0483,9
ENSG00000120235,-0.002018,9
ENSG00000120253,0.046911,6
ENSG00000120254,-0.136847,6
ENSG00000120256,0.03198,6
ENSG00000120278,-0.068795,6
ENSG00000120306,0.104172,5
ENSG00000120314,0.059603,5
ENSG00000120332,-0.040637,1
ENSG00000120333,-0.022772,1
ENSG00000120334,0.047559,1
ENSG00000120341,-0.014018,1
ENSG00000120370,0.134046,1
ENSG00000120437,0.050986,6
ENSG00000120438,-0.0092,6
ENSG00000120451,0.121828,11
ENSG00000120458,-0.038464,11
ENSG00000120519,0.02549,4
ENSG00000120526,0.013655,8
ENSG00000120533,0.026123,8
ENSG00000120539,0.240773,10
ENSG00000120549,0.116497,10
ENSG00000120555,0.052709,10
ENSG00000120594,0.212494,10
ENSG00000120616,0.037993,10
ENSG00000120647,0.140398,12
ENSG00000120656,-0.022104,1
ENSG00000120658,0.018532,13
ENSG00000120659,0.184874,13
ENSG00000120662,0.0029,13
ENSG00000120675,0.58536,13
ENSG00000120685,-0.058052,13
ENSG00000120686,-0.040752,13
ENSG00000120688,-0.037653,13
ENSG00000120690,0.031485,13
ENSG00000120693,-0.039035,13
ENSG00000120694,0.011426,13
