TargetID,Heritability_Score,Chromosome
ENSG00000146243,0.324986,6
ENSG00000146247,0.120179,6
ENSG00000146263,0.095164,6
ENSG00000146278,0.176807,6
ENSG00000146281,0.454409,6
ENSG00000146282,-0.029786,6
ENSG00000146285,0.062265,6
ENSG00000146350,0.075503,6
ENSG00000146373,-0.05954,6
ENSG00000146376,0.135383,6
ENSG00000146386,0.144619,6
ENSG00000146409,0.360861,6
ENSG00000146410,0.162935,6
ENSG00000146411,0.058176,6
ENSG00000146414,-0.01867,6
ENSG00000146416,0.085133,6
ENSG00000146426,0.076937,6
ENSG00000146433,0.123351,6
ENSG00000146453,0.075227,6
ENSG00000146457,0.128895,6
ENSG00000146463,0.148492,1
ENSG00000146477,0.109735,6
ENSG00000146535,0.54303,7
ENSG00000146540,0.160775,7
ENSG00000146556,0.351617,2
ENSG00000146574,0.58678,7
ENSG00000146576,0.075226,7
ENSG00000146592,-0.08844,7
ENSG00000146648,0.042454,7
ENSG00000146670,0.107801,11
ENSG00000146674,-0.011879,7
ENSG00000146676,-0.02667,7
ENSG00000146701,0.210882,7
ENSG00000146707,0.744891,7
ENSG00000146729,0.188194,7
ENSG00000146731,-0.010565,7
ENSG00000146733,0.228291,7
ENSG00000146757,0.007522,7
ENSG00000146776,0.052168,7
ENSG00000146802,0.037542,7
ENSG00000146826,-0.037668,7
ENSG00000146828,0.004099,7
ENSG00000146830,0.208446,7
ENSG00000146833,0.548397,7
ENSG00000146834,-0.034215,7
ENSG00000146842,0.07513,7
ENSG00000146856,0.259207,7
ENSG00000146858,-0.026114,7
ENSG00000146859,0.037774,7
ENSG00000146872,0.083855,17
ENSG00000146904,-0.055285,7
ENSG00000146909,0.168958,7
ENSG00000146963,0.161193,7
ENSG00000147316,0.21839,8
ENSG00000147324,0.053943,8
ENSG00000147364,0.038771,8
ENSG00000147408,0.020864,8
ENSG00000147416,0.001785,8
ENSG00000147419,0.293312,8
ENSG00000147434,0.000655,8
ENSG00000147437,-0.08261,8
ENSG00000147439,0.065228,8
ENSG00000147443,0.00685,8
ENSG00000147454,0.090675,8
ENSG00000147457,0.181396,8
ENSG00000147459,-0.050206,8
ENSG00000147465,0.025901,8
ENSG00000147471,0.015082,8
ENSG00000147475,-0.05812,8
ENSG00000147485,0.059237,8
ENSG00000147509,0.012541,8
ENSG00000147526,0.037407,8
ENSG00000147533,-0.008452,8
ENSG00000147536,0.065125,8
ENSG00000147548,-0.021831,8
ENSG00000147570,0.022898,8
ENSG00000147573,0.036825,8
ENSG00000147576,0.025313,8
ENSG00000147586,0.007851,8
ENSG00000147592,0.148597,8
ENSG00000147604,0.049595,8
ENSG00000147606,0.005123,8
ENSG00000147642,-0.02327,8
ENSG00000147649,-0.040196,8
ENSG00000147650,-0.003176,8
ENSG00000147654,0.022131,8
ENSG00000147669,0.002817,8
ENSG00000147677,0.115585,8
ENSG00000147679,0.138587,8
ENSG00000147684,0.062978,8
ENSG00000147687,0.02371,8
ENSG00000147789,0.038354,8
ENSG00000147799,0.080926,8
ENSG00000147804,-0.04553,8
ENSG00000147852,0.240328,9
ENSG00000147853,0.115911,9
ENSG00000147854,0.014433,9
ENSG00000147862,-0.027414,9
ENSG00000147872,0.203915,9
ENSG00000147874,0.246216,9
ENSG00000147883,0.035271,9
ENSG00000147889,0.048006,9
ENSG00000147894,0.14967,9
ENSG00000147905,0.041596,9
ENSG00000147912,0.059644,9
ENSG00000147955,-0.034829,9
ENSG00000148019,0.189688,9
ENSG00000148053,0.165149,9
ENSG00000148057,0.378044,9
ENSG00000148090,0.072732,9
ENSG00000148110,0.190795,9
ENSG00000148120,0.208969,9
ENSG00000148143,0.108828,9
ENSG00000148153,0.016888,9
ENSG00000148154,0.072087,9
ENSG00000148158,0.031275,9
ENSG00000148175,0.049557,9
ENSG00000148180,0.063121,9
ENSG00000148187,-0.067208,9
ENSG00000148200,0.008138,9
ENSG00000148204,0.044982,9
ENSG00000148218,0.175651,9
ENSG00000148219,0.039968,9
ENSG00000148225,0.194237,9
ENSG00000148229,-0.001224,9
ENSG00000148248,0.115571,9
ENSG00000148288,0.050441,9
ENSG00000148290,0.567472,9
ENSG00000148291,-0.157764,9
ENSG00000148296,0.272219,9
ENSG00000148297,0.076743,9
ENSG00000148300,0.073287,9
ENSG00000148303,0.104193,9
ENSG00000148308,0.009488,9
ENSG00000148331,-0.113643,9
ENSG00000148334,-0.036412,9
ENSG00000148335,-0.054336,9
ENSG00000148337,-0.027087,9
ENSG00000148339,0.053226,9
ENSG00000148341,0.069287,9
ENSG00000148343,0.225348,9
ENSG00000148356,-0.011812,9
ENSG00000148357,0.40572,9
ENSG00000148358,0.009342,9
ENSG00000148362,0.016116,9
ENSG00000148384,0.285564,9
ENSG00000148396,0.029915,9
ENSG00000148399,0.195846,9
ENSG00000148400,0.117045,9
ENSG00000148408,0.102392,9
ENSG00000148411,-0.075185,9
ENSG00000148426,-0.11152,10
ENSG00000148429,0.003572,10
ENSG00000148444,-0.030234,10
ENSG00000148450,0.207234,10
ENSG00000148459,-0.008933,10
ENSG00000148468,0.028217,10
ENSG00000148481,-0.054496,10
ENSG00000148484,0.299366,10
ENSG00000148498,0.231226,10
ENSG00000148516,0.016517,10
ENSG00000148572,0.149019,10
ENSG00000148600,-0.051868,10
ENSG00000148606,0.08305,10
ENSG00000148634,0.042881,10
ENSG00000148655,0.011094,10
ENSG00000148660,0.027823,10
ENSG00000148672,-0.057185,10
ENSG00000148677,0.022113,10
ENSG00000148688,-0.102455,10
ENSG00000148690,0.403276,10
ENSG00000148700,0.071028,10
ENSG00000148719,0.100133,10
ENSG00000148730,0.031557,10
ENSG00000148737,0.235524,10
ENSG00000148773,-0.0622,10
ENSG00000148798,0.036738,10
ENSG00000148803,0.296949,10
ENSG00000148814,0.177989,10
ENSG00000148824,0.640107,10
ENSG00000148832,0.213543,10
ENSG00000148834,0.066212,10
ENSG00000148835,-0.127568,10
ENSG00000148841,0.006378,10
ENSG00000148842,0.085048,10
ENSG00000148843,0.038048,10
ENSG00000148908,0.080087,10
ENSG00000148925,0.012469,11
ENSG00000148926,-0.012297,11
ENSG00000148935,0.074732,11
ENSG00000148943,-0.029604,11
ENSG00000148948,0.004305,11
ENSG00000148950,-0.032235,11
ENSG00000148985,0.093515,11
ENSG00000149016,-0.085201,11
ENSG00000149043,0.009055,11
ENSG00000149050,0.316081,11
ENSG00000149054,0.383897,11
ENSG00000149084,0.448267,11
ENSG00000149089,0.426207,11
ENSG00000149091,0.064876,11
ENSG00000149100,0.016678,11
ENSG00000149115,0.040536,11
ENSG00000149131,-0.001042,11
ENSG00000149136,-0.021867,11
ENSG00000149177,0.006624,11
ENSG00000149179,-0.022029,11
ENSG00000149182,0.211707,11
ENSG00000149187,-0.028549,11
ENSG00000149196,0.496999,11
ENSG00000149201,-0.024868,11
ENSG00000149212,-0.02317,11
ENSG00000149218,0.124202,11
ENSG00000149231,0.606457,11
ENSG00000149243,0.205234,11
ENSG00000149257,-0.032795,11
ENSG00000149260,0.008949,11
ENSG00000149262,0.242413,11
ENSG00000149269,-0.038899,11
ENSG00000149273,-0.032774,11
ENSG00000149289,-0.028554,11
ENSG00000149292,0.543496,11
ENSG00000149294,0.01471,11
ENSG00000149308,-0.014565,11
ENSG00000149311,-0.041518,11
ENSG00000149313,0.090356,11
ENSG00000149328,-0.056279,11
ENSG00000149346,0.042693,20
ENSG00000149357,0.122791,11
ENSG00000149380,-0.060266,11
ENSG00000149403,-0.000739,11
ENSG00000149418,0.031712,11
ENSG00000149474,-0.027116,20
ENSG00000149480,-0.039759,11
ENSG00000149483,0.033752,11
ENSG00000149485,-0.059826,11
ENSG00000149488,0.335805,20
ENSG00000149489,0.137255,11
ENSG00000149499,0.309049,11
ENSG00000149503,0.022476,11
ENSG00000149527,0.095821,1
ENSG00000149532,0.061581,11
ENSG00000149541,0.061355,11
ENSG00000149548,0.326817,11
ENSG00000149554,-0.016194,11
ENSG00000149557,0.009692,11
ENSG00000149564,-0.006651,11
ENSG00000149573,0.008826,11
ENSG00000149577,0.119532,11
ENSG00000149582,-0.056457,11
ENSG00000149591,0.53922,11
ENSG00000149596,-0.034789,20
ENSG00000149599,0.160517,20
ENSG00000149600,-0.007995,20
ENSG00000149635,0.103649,20
ENSG00000149636,-0.070734,20
ENSG00000149639,-0.037586,20
ENSG00000149646,-0.004165,20
ENSG00000149654,-0.058633,20
ENSG00000149657,-0.067676,20
ENSG00000149658,0.222118,20
ENSG00000149679,0.4613,20
ENSG00000149716,0.21398,11
ENSG00000149743,0.18218,11
ENSG00000149761,0.07601,11
ENSG00000149781,-0.058536,11
ENSG00000149782,0.099337,11
ENSG00000149792,-0.0708,11
ENSG00000149798,0.105267,11
ENSG00000149806,0.042037,11
ENSG00000149809,-0.061738,11
ENSG00000149823,0.013416,11
ENSG00000149922,0.222825,16
ENSG00000149923,0.088148,16
ENSG00000149925,-0.010413,16
ENSG00000149926,0.124434,16
ENSG00000149927,0.001182,16
ENSG00000149929,-0.0255,16
ENSG00000149930,-0.01224,16
ENSG00000149932,-0.088437,16
ENSG00000150054,0.088136,10
ENSG00000150093,0.10759,10
ENSG00000150281,0.010432,16
ENSG00000150347,0.05304,10
ENSG00000150401,-0.030087,13
ENSG00000150403,0.162933,13
ENSG00000150433,0.112262,11
ENSG00000150455,0.110233,11
ENSG00000150456,0.28924,13
ENSG00000150457,0.093488,13
ENSG00000150459,0.0737,13
ENSG00000150477,0.006437,18
ENSG00000150526,0.01559,14
ENSG00000150527,0.119548,14
ENSG00000150540,-0.0683,2
ENSG00000150556,-0.074001,2
ENSG00000150593,0.096305,10
ENSG00000150594,0.022152,10
ENSG00000150625,0.146661,4
ENSG00000150627,0.368765,4
ENSG00000150636,-0.057768,18
ENSG00000150637,-0.033481,18
ENSG00000150667,-0.029358,15
ENSG00000150672,-0.014697,11
ENSG00000150687,-0.009255,11
ENSG00000150712,-0.082745,5
ENSG00000150756,0.17187,5
ENSG00000150768,0.071631,11
ENSG00000150773,0.091233,11
ENSG00000150776,0.030624,11
ENSG00000150779,-0.029454,11
ENSG00000150782,-0.034453,11
ENSG00000150783,0.152897,11
ENSG00000150787,0.09569,11
ENSG00000150867,0.077325,10
ENSG00000150907,0.064621,13
ENSG00000150938,0.063497,2
ENSG00000150961,0.004756,4
ENSG00000150967,0.004541,12
ENSG00000150977,-0.041921,12
ENSG00000150990,0.015551,12
ENSG00000150991,0.008947,12
ENSG00000150995,-0.085731,3
ENSG00000151006,0.004876,16
ENSG00000151012,-0.001571,4
ENSG00000151062,0.019788,12
ENSG00000151065,0.114114,12
ENSG00000151092,0.076127,3
ENSG00000151093,0.020763,3
ENSG00000151116,0.365724,11
ENSG00000151117,-0.038044,11
ENSG00000151131,-0.003974,12
ENSG00000151135,0.006175,12
ENSG00000151148,0.253968,12
ENSG00000151151,-0.069309,10
ENSG00000151164,0.113959,12
ENSG00000151176,0.433196,12
ENSG00000151208,0.128691,10
ENSG00000151224,-0.011459,10
ENSG00000151229,0.372709,12
ENSG00000151233,0.056083,12
ENSG00000151239,0.043089,12
ENSG00000151240,0.042753,10
ENSG00000151247,-0.04671,4
ENSG00000151287,-0.020209,13
ENSG00000151292,-0.065818,5
ENSG00000151320,-0.018268,14
ENSG00000151327,0.095148,14
ENSG00000151332,0.167416,14
ENSG00000151348,0.019699,11
ENSG00000151353,0.100844,2
ENSG00000151364,-0.058492,11
ENSG00000151376,0.096487,11
ENSG00000151388,-0.100875,5
ENSG00000151413,0.036844,14
ENSG00000151414,0.014851,1
ENSG00000151422,0.014002,5
ENSG00000151445,0.000234,14
ENSG00000151458,0.017263,4
ENSG00000151461,0.079424,10
ENSG00000151465,0.098642,10
ENSG00000151466,-0.037168,4
ENSG00000151468,0.061996,10
ENSG00000151470,0.569698,4
ENSG00000151474,0.025837,10
ENSG00000151490,-0.01962,12
ENSG00000151491,0.031763,12
ENSG00000151498,0.240594,11
ENSG00000151500,0.009406,11
ENSG00000151502,0.108349,11
ENSG00000151503,0.125021,11
ENSG00000151532,0.009517,10
ENSG00000151552,0.157864,4
ENSG00000151553,0.089391,10
ENSG00000151575,-0.061175,15
ENSG00000151576,-0.047929,3
ENSG00000151611,0.210095,4
ENSG00000151612,0.026864,4
ENSG00000151617,0.104816,4
ENSG00000151623,0.231494,4
ENSG00000151640,0.509139,10
ENSG00000151651,0.042614,10
ENSG00000151657,0.096353,10
ENSG00000151665,0.137711,2
ENSG00000151687,0.057064,2
ENSG00000151689,0.203344,2
ENSG00000151690,0.412373,2
ENSG00000151692,-0.069087,2
ENSG00000151693,-0.03125,2
ENSG00000151694,0.309236,2
ENSG00000151702,-0.011041,11
ENSG00000151718,0.070035,4
ENSG00000151725,0.741579,4
ENSG00000151726,0.176874,4
ENSG00000151729,-0.104608,4
ENSG00000151743,-0.064849,12
ENSG00000151746,0.244697,12
ENSG00000151748,0.166891,14
ENSG00000151773,0.394956,13
ENSG00000151779,-0.01838,2
ENSG00000151790,0.008573,4
ENSG00000151806,0.380617,4
ENSG00000151835,-0.09662,13
ENSG00000151846,-0.060674,13
ENSG00000151876,0.022195,5
ENSG00000151881,0.022387,5
ENSG00000151882,0.026912,5
ENSG00000151883,0.164856,5
ENSG00000151893,0.305128,10
ENSG00000151914,0.042452,6
ENSG00000151917,0.139539,6
ENSG00000151923,-0.072595,10
ENSG00000151929,-0.041974,10
ENSG00000151948,0.149707,12
ENSG00000151952,0.27019,12
ENSG00000151967,0.034373,3
ENSG00000152056,0.045251,2
ENSG00000152061,-0.015415,1
ENSG00000152076,0.056865,2
ENSG00000152078,0.045811,1
ENSG00000152082,0.069383,2
ENSG00000152086,0.123574,2
ENSG00000152102,-0.051645,2
ENSG00000152104,-0.020462,1
ENSG00000152127,0.079137,2
ENSG00000152128,0.091893,2
ENSG00000152133,0.032978,2
ENSG00000152147,0.083309,2
ENSG00000152154,-0.051676,2
ENSG00000152192,-0.039346,13
ENSG00000152193,0.120582,13
ENSG00000152207,0.11041,13
ENSG00000152213,0.696741,13
ENSG00000152217,-0.036744,18
ENSG00000152219,0.456076,11
ENSG00000152223,0.09714,18
ENSG00000152229,0.135261,18
ENSG00000152234,0.118246,18
ENSG00000152240,0.087915,18
ENSG00000152253,0.075166,2
ENSG00000152256,0.201706,2
ENSG00000152270,0.041817,11
ENSG00000152284,-0.091334,2
ENSG00000152291,0.421697,2
ENSG00000152292,-0.038565,2
ENSG00000152315,0.147104,14
ENSG00000152332,0.017807,1
ENSG00000152348,0.603138,5
ENSG00000152359,0.549459,5
ENSG00000152377,0.053853,5
ENSG00000152380,0.026464,5
ENSG00000152382,0.302667,1
ENSG00000152404,0.3259,11
ENSG00000152409,0.047494,5
ENSG00000152413,0.018134,5
ENSG00000152422,0.055268,5
ENSG00000152433,-0.006054,19
ENSG00000152439,0.23314,19
ENSG00000152443,0.020757,19
ENSG00000152454,-0.038807,19
ENSG00000152455,-0.144619,10
ENSG00000152463,0.009976,10
ENSG00000152464,0.01003,10
ENSG00000152465,-0.008622,10
ENSG00000152475,0.007073,19
ENSG00000152484,0.162902,13
ENSG00000152492,0.04829,3
ENSG00000152495,0.228977,5
ENSG00000152503,0.034451,5
ENSG00000152518,0.129347,2
ENSG00000152520,0.03872,13
ENSG00000152527,-0.035562,2
ENSG00000152556,-0.065476,12
ENSG00000152558,-0.079041,11
ENSG00000152580,0.201571,3
ENSG00000152582,0.099311,5
ENSG00000152583,-0.026516,4
ENSG00000152601,0.224201,3
ENSG00000152620,0.281519,5
ENSG00000152642,0.203114,3
ENSG00000152683,-0.016236,2
ENSG00000152684,-0.03513,5
ENSG00000152689,0.340585,2
ENSG00000152700,0.154821,5
ENSG00000152705,-0.035688,5
ENSG00000152749,0.197631,13
ENSG00000152763,-0.059529,1
ENSG00000152766,-0.028135,10
ENSG00000152767,0.060838,13
ENSG00000152778,0.467935,10
ENSG00000152782,0.077989,10
ENSG00000152784,0.103107,4
ENSG00000152785,-0.020083,4
ENSG00000152795,-0.086204,4
ENSG00000152804,0.089375,10
ENSG00000152818,0.183923,6
ENSG00000152894,0.116494,6
ENSG00000152904,0.045863,1
ENSG00000152926,0.361398,7
ENSG00000152931,-0.055303,5
ENSG00000152932,-0.020587,5
ENSG00000152944,0.280661,12
ENSG00000152952,0.038525,3
ENSG00000152953,-0.107278,4
ENSG00000152969,0.087691,4
ENSG00000153006,0.26487,5
ENSG00000153015,0.051671,5
ENSG00000153029,-0.076092,1
ENSG00000153044,0.106347,5
ENSG00000153046,-0.113259,6
ENSG00000153048,0.024744,16
ENSG00000153060,0.24628,16
ENSG00000153064,-0.034094,4
ENSG00000153066,0.17289,16
ENSG00000153093,0.032867,2
ENSG00000153094,0.014501,2
ENSG00000153107,-0.021144,2
ENSG00000153113,0.462001,5
ENSG00000153130,0.252966,4
ENSG00000153132,0.169689,4
ENSG00000153140,0.0183,5
ENSG00000153157,0.145078,6
ENSG00000153162,0.066823,6
ENSG00000153179,-0.024016,12
ENSG00000153187,0.017965,1
ENSG00000153201,0.185362,2
ENSG00000153207,-0.038071,1
ENSG00000153208,0.0319,2
ENSG00000153214,-0.018608,2
ENSG00000153234,-0.040669,2
ENSG00000153253,0.056018,2
ENSG00000153283,0.115176,3
ENSG00000153310,0.00728,8
ENSG00000153317,0.013821,8
ENSG00000153339,-0.051151,18
ENSG00000153363,0.241958,1
ENSG00000153391,0.356213,18
ENSG00000153395,0.257798,5
ENSG00000153406,0.578958,16
ENSG00000153443,0.017857,16
ENSG00000153487,0.040743,13
ENSG00000153495,0.033548,13
ENSG00000153531,0.050426,13
ENSG00000153551,-0.031879,3
ENSG00000153558,0.39827,3
ENSG00000153560,0.095426,3
ENSG00000153561,0.265255,2
ENSG00000153563,-0.017315,2
ENSG00000153574,0.50072,2
ENSG00000153721,0.060738,6
ENSG00000153774,0.220455,16
ENSG00000153786,0.560321,16
ENSG00000153790,0.015169,7
ENSG00000153814,0.032807,7
ENSG00000153815,0.216006,16
ENSG00000153827,-0.022671,2
ENSG00000153832,0.011565,2
ENSG00000153879,0.063468,19
ENSG00000153885,0.040242,19
ENSG00000153896,0.094978,19
ENSG00000153898,0.602577,1
ENSG00000153904,0.072345,1
ENSG00000153914,-0.08997,5
ENSG00000153922,0.010783,5
ENSG00000153933,0.281,17
ENSG00000153936,0.098285,1
ENSG00000153944,0.021334,17
ENSG00000153975,0.115435,6
ENSG00000153982,0.143036,17
ENSG00000153989,-0.016675,6
ENSG00000153993,0.015442,7
ENSG00000154001,0.142617,14
ENSG00000154016,0.06052,17
ENSG00000154025,-0.035363,17
ENSG00000154040,0.311134,18
ENSG00000154059,0.05494,18
ENSG00000154065,-0.049522,18
ENSG00000154096,0.05427,11
ENSG00000154099,0.121002,16
ENSG00000154102,-0.129752,16
ENSG00000154114,0.097976,11
ENSG00000154118,0.147679,16
ENSG00000154122,-0.019904,5
ENSG00000154124,-0.075163,5
ENSG00000154127,0.019535,11
ENSG00000154134,0.176824,11
ENSG00000154144,-0.025493,11
ENSG00000154146,-0.042268,11
ENSG00000154153,-0.046106,5
ENSG00000154165,0.117299,3
ENSG00000154174,0.02704,3
ENSG00000154175,0.181425,3
ENSG00000154229,0.019565,17
ENSG00000154237,0.018493,15
ENSG00000154240,0.017959,17
ENSG00000154252,-0.044331,2
ENSG00000154258,0.029307,17
ENSG00000154262,0.018284,17
ENSG00000154263,-0.000579,17
ENSG00000154265,0.117011,17
ENSG00000154274,-0.028475,4
ENSG00000154277,0.282368,4
ENSG00000154305,0.064151,1
ENSG00000154309,0.085992,1
ENSG00000154310,0.03115,3
ENSG00000154319,0.567904,8
ENSG00000154328,0.391156,8
ENSG00000154330,0.173383,9
ENSG00000154342,0.051166,1
ENSG00000154358,-0.026761,1
ENSG00000154359,-0.02811,8
ENSG00000154370,-0.047995,1
ENSG00000154429,0.09155,1
ENSG00000154447,-0.052231,4
ENSG00000154451,0.005618,1
ENSG00000154473,0.09237,10
ENSG00000154511,0.008763,1
ENSG00000154518,0.075218,2
ENSG00000154548,0.189639,6
ENSG00000154553,-0.067739,4
ENSG00000154556,-0.034858,4
ENSG00000154582,0.058749,8
ENSG00000154589,0.101116,8
ENSG00000154608,-0.010882,4
ENSG00000154611,0.147318,18
ENSG00000154640,0.031357,21
ENSG00000154642,0.086121,21
ENSG00000154645,0.197339,21
ENSG00000154654,0.023932,21
ENSG00000154655,-0.119005,18
ENSG00000154678,-0.017492,7
ENSG00000154710,0.011397,7
ENSG00000154719,0.30287,21
ENSG00000154721,0.155876,21
ENSG00000154723,0.127377,21
ENSG00000154727,0.20678,21
ENSG00000154743,0.506257,3
ENSG00000154760,0.029732,17
ENSG00000154767,0.277352,3
ENSG00000154781,0.271762,3
ENSG00000154803,0.563155,17
ENSG00000154813,0.125002,3
ENSG00000154814,0.018869,3
ENSG00000154822,-0.038158,3
ENSG00000154832,0.102303,18
ENSG00000154839,0.062791,18
ENSG00000154845,0.15697,18
ENSG00000154864,0.273979,18
ENSG00000154889,0.234136,18
ENSG00000154898,0.067382,17
ENSG00000154914,-0.008978,17
ENSG00000154917,0.155024,3
ENSG00000154920,0.140304,17
ENSG00000154928,0.026947,3
ENSG00000154930,0.091671,20
ENSG00000154945,0.419555,17
ENSG00000154957,0.087643,17
ENSG00000154978,0.008441,7
ENSG00000155016,0.064985,4
ENSG00000155034,0.045286,7
ENSG00000155066,0.052335,2
ENSG00000155085,0.390896,6
ENSG00000155087,0.186652,8
ENSG00000155090,0.067687,8
ENSG00000155096,0.186709,8
ENSG00000155097,0.014208,8
ENSG00000155099,0.022896,8
ENSG00000155100,0.066225,8
ENSG00000155111,0.041326,6
ENSG00000155115,0.020681,6
ENSG00000155158,0.398935,9
ENSG00000155189,-0.0601,8
ENSG00000155229,0.153858,10
ENSG00000155252,-0.066551,10
ENSG00000155256,-0.03475,10
ENSG00000155275,0.086807,4
ENSG00000155287,-0.033858,10
ENSG00000155304,0.026964,21
ENSG00000155307,0.249047,21
ENSG00000155313,-0.002659,21
ENSG00000155324,-0.064554,5
ENSG00000155329,0.029162,5
ENSG00000155330,0.009197,16
ENSG00000155363,0.164517,1
ENSG00000155366,-0.045565,1
ENSG00000155367,0.083461,1
ENSG00000155368,0.098796,2
ENSG00000155380,-0.038819,1
ENSG00000155393,0.336821,16
ENSG00000155428,0.163811,7
ENSG00000155438,0.045422,2
ENSG00000155463,0.106521,14
ENSG00000155465,0.218922,14
ENSG00000155506,-0.08607,5
ENSG00000155508,0.079794,5
ENSG00000155511,-0.011868,5
ENSG00000155530,0.023751,7
ENSG00000155542,0.556938,5
ENSG00000155545,-0.05334,5
ENSG00000155561,0.194295,7
ENSG00000155592,-0.018017,16
ENSG00000155621,0.202653,9
ENSG00000155629,-0.008103,10
ENSG00000155636,0.088156,2
ENSG00000155657,0.103153,2
ENSG00000155660,0.144648,7
ENSG00000155666,0.001425,16
ENSG00000155729,0.031143,2
ENSG00000155749,-0.01695,2
ENSG00000155755,-0.004254,2
ENSG00000155760,0.024248,2
ENSG00000155792,-0.068386,8
ENSG00000155827,0.071768,9
ENSG00000155846,-0.028425,5
ENSG00000155849,-0.090763,7
ENSG00000155850,0.213156,5
ENSG00000155858,0.127649,5
ENSG00000155868,0.017039,5
ENSG00000155876,-0.090181,9
ENSG00000155893,-0.012519,3
ENSG00000155903,-0.027328,3
ENSG00000155906,0.383552,6
ENSG00000155926,0.154198,8
ENSG00000155957,0.39072,12
ENSG00000155970,0.168429,8
ENSG00000155975,0.147502,8
ENSG00000155980,-0.024578,12
ENSG00000156011,-0.053814,8
ENSG00000156026,-0.012735,10
ENSG00000156030,0.191352,14
ENSG00000156050,0.408077,14
ENSG00000156052,0.072689,9
ENSG00000156097,-0.018628,1
ENSG00000156110,0.043466,10
ENSG00000156113,0.007413,10
ENSG00000156127,-0.050623,14
ENSG00000156136,0.067466,4
ENSG00000156162,-0.047558,8
ENSG00000156170,0.025425,8
ENSG00000156171,0.180837,1
ENSG00000156172,0.352612,8
ENSG00000156218,0.249456,15
ENSG00000156232,0.212172,15
ENSG00000156234,-0.099147,4
ENSG00000156239,0.064509,21
ENSG00000156253,0.118635,21
ENSG00000156256,-0.032886,21
ENSG00000156261,0.816774,21
ENSG00000156265,-0.004872,21
ENSG00000156273,0.027344,21
ENSG00000156299,-0.004592,21
ENSG00000156304,0.129787,21
ENSG00000156381,-0.04579,14
ENSG00000156384,0.016791,10
ENSG00000156398,0.70017,10
ENSG00000156411,0.175026,14
ENSG00000156413,0.067409,19
ENSG00000156427,-0.086719,5
ENSG00000156453,0.065065,5
ENSG00000156467,-0.094074,8
ENSG00000156471,-0.043557,8
ENSG00000156482,0.174475,8
ENSG00000156502,0.221484,10
ENSG00000156508,-0.01749,6
ENSG00000156509,0.334153,8
ENSG00000156510,0.335911,10
ENSG00000156515,-0.045164,10
ENSG00000156521,-0.06949,10
ENSG00000156535,0.030295,6
ENSG00000156587,-0.003927,11
ENSG00000156599,0.115487,11
ENSG00000156603,0.133672,11
ENSG00000156639,-0.043309,6
ENSG00000156642,0.177276,15
ENSG00000156650,0.116535,10
ENSG00000156675,0.048511,8
ENSG00000156689,0.083478,11
ENSG00000156711,0.159396,6
ENSG00000156735,0.016069,8
ENSG00000156738,0.044566,11
ENSG00000156787,-0.062851,8
ENSG00000156795,0.392674,8
ENSG00000156802,0.006782,8
ENSG00000156804,0.00881,8
ENSG00000156831,0.152495,8
ENSG00000156853,0.021966,16
ENSG00000156858,-0.010361,16
ENSG00000156860,-0.018211,16
ENSG00000156869,0.169576,1
ENSG00000156873,-0.006159,16
ENSG00000156875,0.215724,1
ENSG00000156876,0.178912,1
ENSG00000156928,0.003962,7
ENSG00000156931,0.481395,3
ENSG00000156958,0.172146,15
ENSG00000156966,0.015002,2
ENSG00000156968,0.157233,16
ENSG00000156970,0.322815,15
ENSG00000156973,0.293207,2
ENSG00000156976,-0.098644,3
ENSG00000156990,0.021123,3
ENSG00000157014,-0.067063,3
ENSG00000157017,-0.042755,3
ENSG00000157020,-0.055262,3
ENSG00000157036,0.143593,3
ENSG00000157045,0.076396,16
ENSG00000157064,-0.014962,1
ENSG00000157077,0.031395,1
ENSG00000157106,0.104971,16
ENSG00000157107,0.329026,5
ENSG00000157110,0.000439,8
ENSG00000157152,-0.054367,3
ENSG00000157181,-0.02042,1
ENSG00000157184,0.060816,1
ENSG00000157191,-0.002255,1
ENSG00000157193,0.153524,1
ENSG00000157212,0.009198,7
ENSG00000157214,0.127637,7
ENSG00000157216,-0.015341,1
ENSG00000157227,-0.063423,14
ENSG00000157240,0.040645,7
ENSG00000157259,0.129466,7
ENSG00000157303,0.06192,9
ENSG00000157315,0.318375,16
ENSG00000157322,0.241891,16
ENSG00000157326,0.056276,14
ENSG00000157343,-0.016617,6
ENSG00000157349,0.018081,16
ENSG00000157350,-0.021062,16
ENSG00000157353,-0.034661,16
ENSG00000157379,0.212897,14
ENSG00000157388,0.049129,3
ENSG00000157404,-0.023471,4
ENSG00000157426,0.070919,4
ENSG00000157429,-0.010929,16
ENSG00000157450,-0.028818,15
ENSG00000157456,0.050107,15
ENSG00000157470,0.011699,15
ENSG00000157483,0.025955,15
ENSG00000157500,0.040864,3
ENSG00000157510,-0.060035,5
ENSG00000157538,0.008141,21
ENSG00000157540,-0.064241,21
ENSG00000157551,0.323462,21
ENSG00000157557,-0.031462,21
ENSG00000157570,-0.074745,11
ENSG00000157578,0.22654,21
ENSG00000157593,-0.175476,6
ENSG00000157601,-0.043804,21
ENSG00000157613,0.160927,11
ENSG00000157617,0.057362,21
ENSG00000157637,0.218312,17
ENSG00000157653,0.355519,9
ENSG00000157680,0.217054,7
ENSG00000157693,-0.137001,9
ENSG00000157734,0.003531,15
ENSG00000157741,0.091118,7
ENSG00000157764,-0.051048,7
