gene_id,heritability,Chromosome
ENSG00000110395,0.999999,11
ENSG00000110400,1e-06,11
ENSG00000110422,0.999999,11
ENSG00000110427,0.999999,11
ENSG00000110429,1e-06,11
ENSG00000110435,0.289632,11
ENSG00000110442,0.262844,11
ENSG00000110446,0.658875,11
ENSG00000110448,1e-06,11
ENSG00000110455,0.999999,11
ENSG00000110492,0.999999,11
ENSG00000110497,1e-06,11
ENSG00000110514,1e-06,11
ENSG00000110536,0.595425,11
ENSG00000110583,0.474681,11
ENSG00000110619,0.999999,11
ENSG00000110628,1e-06,11
ENSG00000110651,1e-06,11
ENSG00000110660,0.999999,11
ENSG00000110665,1e-06,11
ENSG00000110693,1e-06,11
ENSG00000110696,1e-06,11
ENSG00000110697,0.434001,11
ENSG00000110700,0.999999,11
ENSG00000110711,0.999999,11
ENSG00000110713,0.981794,11
ENSG00000110717,0.999999,11
ENSG00000110719,0.999999,11
ENSG00000110721,0.999999,11
ENSG00000110723,0.999999,11
ENSG00000110756,0.047495,11
ENSG00000110768,0.029422,11
ENSG00000110777,0.963684,11
ENSG00000110799,0.999999,12
ENSG00000110801,1e-06,12
ENSG00000110841,0.999999,12
ENSG00000110844,1e-06,12
ENSG00000110848,1e-06,12
ENSG00000110851,0.999999,12
ENSG00000110852,0.999999,12
ENSG00000110871,1e-06,12
ENSG00000110876,0.838372,12
ENSG00000110880,1e-06,12
ENSG00000110881,1e-06,12
ENSG00000110888,1e-06,12
ENSG00000110900,1e-06,12
ENSG00000110906,0.735375,12
ENSG00000110911,0.999999,12
ENSG00000110917,0.798205,12
ENSG00000110921,1e-06,12
ENSG00000110925,1e-06,12
ENSG00000110931,0.966031,12
ENSG00000110934,0.787985,12
ENSG00000110944,1e-06,12
ENSG00000110955,0.999999,12
ENSG00000110958,0.661806,12
ENSG00000110987,0.011906,12
ENSG00000111011,0.454369,12
ENSG00000111012,1e-06,12
ENSG00000111046,1e-06,12
ENSG00000111052,0.999999,12
ENSG00000111057,1e-06,12
ENSG00000111087,0.999999,12
ENSG00000111110,0.074648,12
ENSG00000111142,0.603405,12
ENSG00000111144,1e-06,12
ENSG00000111145,0.848241,12
ENSG00000111181,0.14181,12
ENSG00000111186,0.299577,12
ENSG00000111196,0.061164,12
ENSG00000111203,0.642759,12
ENSG00000111206,0.717669,12
ENSG00000111215,1e-06,12
ENSG00000111224,1e-06,12
ENSG00000111229,1e-06,12
ENSG00000111231,0.085875,12
ENSG00000111237,1e-06,12
ENSG00000111245,1e-06,12
ENSG00000111247,0.999999,12
ENSG00000111249,0.025717,12
ENSG00000111252,0.457299,12
ENSG00000111254,1e-06,12
ENSG00000111261,0.063197,12
ENSG00000111262,1e-06,12
ENSG00000111266,0.922039,12
ENSG00000111269,1e-06,12
ENSG00000111271,1e-06,12
ENSG00000111275,0.978484,12
ENSG00000111276,0.999999,12
ENSG00000111291,1e-06,12
ENSG00000111300,0.999999,12
ENSG00000111321,0.489372,12
ENSG00000111325,1e-06,12
ENSG00000111328,0.999999,12
ENSG00000111331,0.999999,12
ENSG00000111335,0.77444,12
ENSG00000111344,0.22502,12
ENSG00000111348,0.734596,12
ENSG00000111358,0.154297,12
ENSG00000111361,1e-06,12
ENSG00000111364,0.999999,12
ENSG00000111371,0.280807,12
ENSG00000111405,0.583384,12
ENSG00000111412,1e-06,12
ENSG00000111424,0.999999,12
ENSG00000111445,0.375414,12
ENSG00000111450,0.999999,12
ENSG00000111481,0.999999,12
ENSG00000111490,0.828077,12
ENSG00000111530,1e-06,12
ENSG00000111536,1e-06,12
ENSG00000111537,0.999999,12
ENSG00000111540,0.299562,12
ENSG00000111554,1e-06,12
ENSG00000111581,0.783484,12
ENSG00000111596,1e-06,12
ENSG00000111602,0.470941,12
ENSG00000111605,0.999999,12
ENSG00000111615,1e-06,12
ENSG00000111639,1e-06,12
ENSG00000111640,0.716228,12
ENSG00000111641,0.999999,12
ENSG00000111642,1e-06,12
ENSG00000111644,1e-06,12
ENSG00000111647,0.999999,12
ENSG00000111652,1e-06,12
ENSG00000111653,0.999999,12
ENSG00000111664,0.999999,12
ENSG00000111665,0.827216,12
ENSG00000111666,1e-06,12
ENSG00000111667,0.672955,12
ENSG00000111669,0.787796,12
ENSG00000111670,1e-06,12
ENSG00000111671,1e-06,12
ENSG00000111674,0.999999,12
ENSG00000111676,0.999999,12
ENSG00000111678,0.139756,12
ENSG00000111679,1e-06,12
ENSG00000111696,0.999999,12
ENSG00000111707,0.732987,12
ENSG00000111711,0.999999,12
ENSG00000111713,0.999999,12
ENSG00000111716,0.204906,12
ENSG00000111725,1e-06,12
ENSG00000111726,1e-06,12
ENSG00000111727,1e-06,12
ENSG00000111728,0.830667,12
ENSG00000111731,0.999999,12
ENSG00000111737,1e-06,12
ENSG00000111775,1e-06,12
ENSG00000111785,1e-06,12
ENSG00000111786,0.071452,12
ENSG00000111790,0.999999,12
ENSG00000111801,0.465888,6
ENSG00000111802,1e-06,6
ENSG00000111816,0.763288,6
ENSG00000111817,0.267143,6
ENSG00000111832,1e-06,6
ENSG00000111834,0.444521,6
ENSG00000111837,0.999999,6
ENSG00000111843,1e-06,6
ENSG00000111845,0.999999,6
ENSG00000111846,0.677089,6
ENSG00000111850,0.383393,6
ENSG00000111859,0.679005,6
ENSG00000111860,0.389354,6
ENSG00000111863,0.353696,6
ENSG00000111875,1e-06,6
ENSG00000111877,0.999999,6
ENSG00000111879,0.999999,6
ENSG00000111880,0.999999,6
ENSG00000111885,0.999999,6
ENSG00000111886,0.999999,6
ENSG00000111897,0.999999,6
ENSG00000111906,0.220926,6
ENSG00000111907,1e-06,6
ENSG00000111911,0.999999,6
ENSG00000111912,1e-06,6
ENSG00000111913,0.999999,6
ENSG00000111961,1e-06,6
ENSG00000111962,0.999999,6
ENSG00000111981,0.58558,6
ENSG00000112029,0.22624,6
ENSG00000112031,1e-06,6
ENSG00000112033,0.999999,6
ENSG00000112038,1e-06,6
ENSG00000112039,0.09744,6
ENSG00000112062,0.566718,6
ENSG00000112078,0.711512,6
ENSG00000112079,0.999999,6
ENSG00000112081,0.806428,6
ENSG00000112096,1e-06,6
ENSG00000112110,0.999999,6
ENSG00000112118,0.682865,6
ENSG00000112130,1e-06,6
ENSG00000112137,0.202824,6
ENSG00000112139,0.999999,6
ENSG00000112144,0.266043,6
ENSG00000112146,0.999999,6
ENSG00000112149,0.999999,6
ENSG00000112159,1e-06,6
ENSG00000112167,0.024424,6
ENSG00000112182,0.529895,6
ENSG00000112195,0.999999,6
ENSG00000112200,1e-06,6
ENSG00000112208,0.089743,6
ENSG00000112210,0.999999,6
ENSG00000112218,0.010322,6
ENSG00000112234,0.556177,6
ENSG00000112237,1e-06,6
ENSG00000112238,0.129823,6
ENSG00000112242,0.999999,6
ENSG00000112245,0.999999,6
ENSG00000112249,1e-06,6
ENSG00000112276,0.160445,6
ENSG00000112280,0.167307,6
ENSG00000112282,0.586212,6
ENSG00000112290,0.347654,6
ENSG00000112293,1e-06,6
ENSG00000112294,0.999999,6
ENSG00000112297,0.370651,6
ENSG00000112299,0.999999,6
ENSG00000112303,1e-06,6
ENSG00000112304,1e-06,6
ENSG00000112305,0.717578,6
ENSG00000112306,0.849411,6
ENSG00000112308,0.999999,6
ENSG00000112309,1e-06,6
ENSG00000112312,0.482652,6
ENSG00000112319,0.267868,6
ENSG00000112320,0.999999,6
ENSG00000112335,0.012047,6
ENSG00000112339,0.34076,6
ENSG00000112343,0.999999,6
ENSG00000112357,1e-06,6
ENSG00000112365,0.367655,6
ENSG00000112367,0.653416,6
ENSG00000112378,0.999999,6
ENSG00000112394,1e-06,6
ENSG00000112406,0.999999,6
ENSG00000112419,0.783798,6
ENSG00000112425,1e-06,6
ENSG00000112473,0.751077,6
ENSG00000112486,0.720023,6
ENSG00000112511,0.602727,6
ENSG00000112514,0.999999,6
ENSG00000112531,1e-06,6
ENSG00000112541,0.999999,6
ENSG00000112561,0.999999,6
ENSG00000112576,0.553187,6
ENSG00000112578,0.999999,6
ENSG00000112584,0.161317,6
ENSG00000112592,1e-06,6
ENSG00000112599,0.334476,6
ENSG00000112619,0.999999,6
ENSG00000112624,1e-06,6
ENSG00000112640,0.999999,6
ENSG00000112651,0.498565,6
ENSG00000112655,0.999999,6
ENSG00000112658,0.350378,6
ENSG00000112659,0.999999,6
ENSG00000112667,0.999999,6
ENSG00000112679,0.271536,6
ENSG00000112685,0.807563,6
ENSG00000112695,1e-06,6
ENSG00000112697,0.560207,6
ENSG00000112699,0.091704,6
ENSG00000112701,1e-06,6
ENSG00000112706,1e-06,6
ENSG00000112715,1e-06,6
ENSG00000112739,1e-06,6
ENSG00000112742,1e-06,6
ENSG00000112759,0.999999,6
ENSG00000112761,0.640483,6
ENSG00000112763,0.999999,6
ENSG00000112773,0.830619,6
ENSG00000112782,0.999999,6
ENSG00000112787,1e-06,12
ENSG00000112796,0.999999,6
ENSG00000112799,0.353782,6
ENSG00000112812,1e-06,6
ENSG00000112851,1e-06,5
ENSG00000112855,0.344944,5
ENSG00000112874,1e-06,5
ENSG00000112877,0.6134,5
ENSG00000112893,0.999999,5
ENSG00000112902,0.999999,5
ENSG00000112941,0.229302,5
ENSG00000112964,0.089917,5
ENSG00000112972,0.175334,5
ENSG00000112977,0.999999,5
ENSG00000112981,1e-06,5
ENSG00000112983,1e-06,5
ENSG00000112984,0.999999,5
ENSG00000112992,0.020128,5
ENSG00000112996,0.881973,5
ENSG00000113013,0.999999,5
ENSG00000113048,1e-06,5
ENSG00000113068,0.349579,5
ENSG00000113070,0.999999,5
ENSG00000113083,0.999999,5
ENSG00000113108,1e-06,5
ENSG00000113119,0.999999,5
ENSG00000113140,0.728258,5
ENSG00000113141,1e-06,5
ENSG00000113161,0.290096,5
ENSG00000113163,1e-06,5
ENSG00000113194,1e-06,5
ENSG00000113231,1e-06,5
ENSG00000113240,0.999999,5
ENSG00000113263,0.999999,5
ENSG00000113269,0.358858,5
ENSG00000113272,0.149249,5
ENSG00000113273,1e-06,5
ENSG00000113282,1e-06,5
ENSG00000113296,0.754689,5
ENSG00000113300,1e-06,5
ENSG00000113302,0.999999,5
ENSG00000113312,0.999999,5
ENSG00000113318,1e-06,5
ENSG00000113319,0.999999,5
ENSG00000113328,1e-06,5
ENSG00000113356,0.935134,5
ENSG00000113360,0.737842,5
ENSG00000113368,1e-06,5
ENSG00000113369,1e-06,5
ENSG00000113384,0.999999,5
ENSG00000113387,1e-06,5
ENSG00000113389,1e-06,5
ENSG00000113391,0.336571,5
ENSG00000113407,1e-06,5
ENSG00000113441,0.534376,5
ENSG00000113456,1e-06,5
ENSG00000113460,0.930115,5
ENSG00000113504,0.999999,5
ENSG00000113520,0.999999,5
ENSG00000113522,0.999999,5
ENSG00000113532,0.354075,5
ENSG00000113552,1e-06,5
ENSG00000113555,1e-06,5
ENSG00000113558,1e-06,5
ENSG00000113569,1e-06,5
ENSG00000113575,1e-06,5
ENSG00000113580,0.999999,5
ENSG00000113583,0.999999,5
ENSG00000113593,1e-06,5
ENSG00000113594,0.999999,5
ENSG00000113595,0.183528,5
ENSG00000113597,1e-06,5
ENSG00000113615,0.999999,5
ENSG00000113621,0.999999,5
ENSG00000113638,1e-06,5
ENSG00000113643,0.999999,5
ENSG00000113645,0.999999,5
ENSG00000113648,1e-06,5
ENSG00000113649,1e-06,5
ENSG00000113657,0.999999,5
ENSG00000113712,1e-06,5
ENSG00000113716,0.999999,5
ENSG00000113719,0.999999,5
ENSG00000113721,0.222926,5
ENSG00000113732,0.056092,5
ENSG00000113734,0.999999,5
ENSG00000113739,0.999999,5
ENSG00000113742,0.30313,5
ENSG00000113758,1e-06,5
ENSG00000113761,0.999999,5
ENSG00000113790,0.781894,3
ENSG00000113810,0.754718,3
ENSG00000113811,0.999999,3
ENSG00000113812,0.098984,3
ENSG00000113838,0.564783,3
ENSG00000113845,0.433963,3
ENSG00000113851,0.933302,3
ENSG00000113916,0.999999,3
ENSG00000113924,1e-06,3
ENSG00000113946,0.359583,3
ENSG00000113966,0.441964,3
ENSG00000113971,0.883752,3
ENSG00000114013,0.575546,3
ENSG00000114019,1e-06,3
ENSG00000114021,0.396963,3
ENSG00000114023,0.419339,3
ENSG00000114026,0.764703,3
ENSG00000114030,0.599888,3
ENSG00000114054,1e-06,3
ENSG00000114062,0.334228,15
ENSG00000114098,0.007225,3
ENSG00000114107,0.927812,3
ENSG00000114115,1e-06,3
ENSG00000114120,0.999999,3
ENSG00000114125,0.999999,3
ENSG00000114126,0.999999,3
ENSG00000114127,0.999999,3
ENSG00000114166,0.726879,3
ENSG00000114200,0.999999,3
ENSG00000114209,1e-06,3
ENSG00000114248,1e-06,3
ENSG00000114251,0.999999,3
ENSG00000114268,0.401879,3
ENSG00000114270,0.999999,3
ENSG00000114279,1e-06,3
ENSG00000114302,1e-06,3
ENSG00000114315,0.821992,3
ENSG00000114316,1e-06,3
ENSG00000114331,1e-06,3
ENSG00000114346,0.850982,3
ENSG00000114353,1e-06,3
ENSG00000114354,0.519916,3
ENSG00000114378,1e-06,3
ENSG00000114383,0.999999,3
ENSG00000114388,0.999999,3
ENSG00000114391,1e-06,3
ENSG00000114405,0.999999,3
ENSG00000114416,1e-06,3
ENSG00000114423,0.584296,3
ENSG00000114439,1e-06,3
ENSG00000114446,0.182,3
ENSG00000114450,0.999999,3
ENSG00000114455,0.388226,3
ENSG00000114473,0.999999,3
ENSG00000114480,0.703304,3
ENSG00000114491,1e-06,3
ENSG00000114503,0.205354,3
ENSG00000114520,1e-06,3
ENSG00000114529,0.999999,3
ENSG00000114541,0.999999,3
ENSG00000114544,0.085495,3
ENSG00000114554,0.999999,3
ENSG00000114573,0.262511,3
ENSG00000114626,0.337475,3
ENSG00000114631,0.036084,3
ENSG00000114646,1e-06,3
ENSG00000114648,1e-06,3
ENSG00000114650,0.999999,3
ENSG00000114670,1e-06,3
ENSG00000114686,0.999999,3
ENSG00000114735,1e-06,3
ENSG00000114737,0.492675,3
ENSG00000114738,0.999999,3
ENSG00000114739,0.999999,3
ENSG00000114742,1e-06,3
ENSG00000114744,1e-06,3
ENSG00000114745,0.999999,3
ENSG00000114757,0.797071,3
ENSG00000114767,0.999999,3
ENSG00000114770,1e-06,3
ENSG00000114779,1e-06,3
ENSG00000114784,0.999999,3
ENSG00000114790,0.526589,3
ENSG00000114796,1e-06,3
ENSG00000114805,0.562355,3
ENSG00000114812,1e-06,3
ENSG00000114841,1e-06,3
ENSG00000114850,0.489788,3
ENSG00000114853,0.478863,3
ENSG00000114854,1e-06,3
ENSG00000114857,0.999999,3
ENSG00000114859,0.28827,3
ENSG00000114861,0.709001,3
ENSG00000114867,0.247867,3
ENSG00000114902,0.778645,3
ENSG00000114904,1e-06,3
ENSG00000114933,0.313777,2
ENSG00000114942,0.999999,2
ENSG00000114948,0.511654,2
ENSG00000114956,0.609975,2
ENSG00000114978,1e-06,2
ENSG00000114982,0.311435,2
ENSG00000114988,1e-06,2
ENSG00000114993,0.999999,2
ENSG00000114999,0.999999,2
ENSG00000115008,1e-06,2
ENSG00000115009,1e-06,2
ENSG00000115020,0.999999,2
ENSG00000115042,0.999999,2
ENSG00000115053,0.999999,2
ENSG00000115073,0.782543,2
ENSG00000115084,0.163435,2
ENSG00000115085,0.999999,2
ENSG00000115091,1e-06,2
ENSG00000115107,0.580618,2
ENSG00000115109,0.572484,2
ENSG00000115112,0.168607,2
ENSG00000115128,0.999999,2
ENSG00000115129,0.120523,2
ENSG00000115137,1e-06,2
ENSG00000115138,1e-06,2
ENSG00000115145,1e-06,2
ENSG00000115155,1e-06,2
ENSG00000115159,0.772373,2
ENSG00000115163,0.999999,2
ENSG00000115165,0.868871,2
ENSG00000115170,0.999999,2
ENSG00000115183,0.999999,2
ENSG00000115194,0.999999,2
ENSG00000115207,0.856214,2
ENSG00000115211,0.792786,2
ENSG00000115216,0.298272,2
ENSG00000115232,0.124549,2
ENSG00000115233,0.999999,2
ENSG00000115234,1e-06,2
ENSG00000115239,0.700125,2
ENSG00000115241,0.999999,2
ENSG00000115255,0.693748,19
ENSG00000115257,0.694711,19
ENSG00000115266,1e-06,19
ENSG00000115267,0.519184,2
ENSG00000115268,0.999999,19
ENSG00000115271,1e-06,2
ENSG00000115274,1e-06,2
ENSG00000115275,0.246037,2
ENSG00000115282,1e-06,2
ENSG00000115286,1e-06,19
ENSG00000115289,1e-06,2
ENSG00000115295,1e-06,2
ENSG00000115297,0.999999,2
ENSG00000115306,0.688208,2
ENSG00000115307,0.999999,2
ENSG00000115310,0.999999,2
ENSG00000115317,0.979715,2
ENSG00000115318,0.999999,2
ENSG00000115325,0.999999,2
ENSG00000115339,0.999999,2
ENSG00000115350,0.999999,2
ENSG00000115353,1e-06,2
ENSG00000115355,0.999999,2
ENSG00000115363,0.327633,2
ENSG00000115364,1e-06,2
ENSG00000115365,1e-06,2
ENSG00000115368,0.999999,2
ENSG00000115392,0.999999,2
ENSG00000115414,0.999999,2
ENSG00000115415,0.500077,2
ENSG00000115419,0.253585,2
ENSG00000115421,1e-06,2
ENSG00000115423,0.084941,2
ENSG00000115425,1e-06,2
ENSG00000115446,0.909691,2
ENSG00000115457,0.999999,2
ENSG00000115459,1e-06,2
ENSG00000115464,1e-06,2
ENSG00000115484,0.999999,2
ENSG00000115486,0.201681,2
ENSG00000115504,0.758035,2
ENSG00000115507,0.140132,2
ENSG00000115514,0.715655,2
ENSG00000115520,0.501971,2
ENSG00000115524,1e-06,2
ENSG00000115525,0.533585,2
ENSG00000115526,0.310611,2
ENSG00000115539,0.363547,2
ENSG00000115540,1e-06,2
ENSG00000115541,0.999999,2
ENSG00000115548,0.364216,2
ENSG00000115556,1e-06,2
ENSG00000115561,0.999999,2
ENSG00000115568,0.999999,2
ENSG00000115590,0.679162,2
ENSG00000115594,0.999999,2
ENSG00000115596,0.999999,2
ENSG00000115604,0.999999,2
ENSG00000115607,0.717458,2
ENSG00000115616,0.999999,2
ENSG00000115641,0.426088,2
ENSG00000115649,0.999999,2
ENSG00000115652,0.999999,2
ENSG00000115657,0.499516,2
ENSG00000115661,0.568138,2
ENSG00000115677,1e-06,2
ENSG00000115685,0.301246,2
ENSG00000115687,0.999999,2
ENSG00000115694,0.575688,2
ENSG00000115705,1e-06,2
ENSG00000115738,0.795495,2
ENSG00000115750,1e-06,2
ENSG00000115756,0.493624,2
ENSG00000115758,0.999999,2
ENSG00000115760,1e-06,2
ENSG00000115761,0.133681,2
ENSG00000115762,0.999999,2
ENSG00000115806,0.52539,2
ENSG00000115808,0.999999,2
ENSG00000115816,1e-06,2
ENSG00000115825,0.999999,2
ENSG00000115827,0.288315,2
ENSG00000115828,0.80632,2
ENSG00000115839,0.877906,2
ENSG00000115840,1e-06,2
ENSG00000115841,0.603242,2
ENSG00000115844,1e-06,2
ENSG00000115850,0.565273,2
ENSG00000115866,0.999999,2
ENSG00000115875,1e-06,2
ENSG00000115884,0.999999,2
ENSG00000115896,0.098728,2
ENSG00000115902,0.581216,2
ENSG00000115904,1e-06,2
ENSG00000115919,0.999999,2
ENSG00000115935,0.523305,2
ENSG00000115942,0.444482,2
ENSG00000115944,1e-06,2
ENSG00000115946,1e-06,2
ENSG00000115947,1e-06,2
ENSG00000115956,0.999999,2
ENSG00000115963,0.99008,2
ENSG00000115966,1e-06,2
ENSG00000115970,1e-06,2
ENSG00000115977,0.999999,2
ENSG00000115993,0.898313,2
ENSG00000115998,1e-06,2
ENSG00000116001,0.659014,2
ENSG00000116005,0.147258,2
ENSG00000116014,0.754495,19
ENSG00000116016,1e-06,2
ENSG00000116017,0.668533,19
ENSG00000116030,0.240505,2
ENSG00000116044,0.999999,2
ENSG00000116062,0.005837,2
ENSG00000116095,0.37754,2
ENSG00000116096,0.999999,2
ENSG00000116106,1e-06,2
ENSG00000116120,0.999999,2
ENSG00000116127,0.666823,2
ENSG00000116128,0.999999,1
ENSG00000116132,0.999999,1
ENSG00000116133,0.999999,1
ENSG00000116138,0.999999,1
ENSG00000116141,1e-06,1
ENSG00000116151,0.340993,1
ENSG00000116157,0.999999,1
ENSG00000116161,1e-06,1
ENSG00000116171,0.999999,1
ENSG00000116183,1e-06,1
ENSG00000116191,0.080556,1
ENSG00000116194,0.028729,1
ENSG00000116198,1e-06,1
ENSG00000116199,0.184734,1
ENSG00000116205,1e-06,1
ENSG00000116209,0.302973,1
ENSG00000116212,0.144004,1
ENSG00000116213,1e-06,1
ENSG00000116221,1e-06,1
ENSG00000116237,0.713779,1
ENSG00000116251,0.586331,1
ENSG00000116254,0.66551,1
ENSG00000116260,0.975477,1
ENSG00000116266,0.231018,1
ENSG00000116273,1e-06,1
ENSG00000116285,1e-06,1
ENSG00000116288,1e-06,1
ENSG00000116299,0.754997,1
ENSG00000116337,1e-06,1
ENSG00000116350,0.600047,1
ENSG00000116353,1e-06,1
ENSG00000116396,0.926224,1
ENSG00000116406,0.638323,1
ENSG00000116455,0.999999,1
ENSG00000116459,1e-06,1
ENSG00000116473,0.188021,1
ENSG00000116478,1e-06,1
ENSG00000116489,0.289269,1
ENSG00000116497,0.250384,1
ENSG00000116514,0.911805,1
ENSG00000116521,1e-06,1
ENSG00000116525,0.517702,1
ENSG00000116539,1e-06,1
ENSG00000116544,1e-06,1
ENSG00000116560,1e-06,1
ENSG00000116574,0.999999,1
ENSG00000116580,0.999999,1
ENSG00000116584,0.132469,1
ENSG00000116586,1e-06,1
ENSG00000116604,1e-06,1
ENSG00000116641,1e-06,1
ENSG00000116649,0.868752,1
ENSG00000116652,1e-06,1
ENSG00000116661,0.999999,1
ENSG00000116663,0.724538,1
ENSG00000116667,0.999999,1
ENSG00000116668,1e-06,1
ENSG00000116670,0.923002,1
ENSG00000116675,0.999999,1
ENSG00000116678,0.999999,1
ENSG00000116679,0.625443,1
ENSG00000116685,1e-06,1
ENSG00000116688,0.491078,1
ENSG00000116690,1e-06,1
ENSG00000116691,1e-06,1
ENSG00000116698,0.251598,1
ENSG00000116701,0.476774,1
ENSG00000116703,1e-06,1
ENSG00000116704,0.999999,1
ENSG00000116711,0.613975,1
ENSG00000116717,0.999999,1
ENSG00000116729,0.761952,1
ENSG00000116731,1e-06,1
ENSG00000116741,1e-06,1
ENSG00000116747,0.869693,1
ENSG00000116748,0.792196,1
ENSG00000116750,0.448652,1
ENSG00000116752,0.330427,1
ENSG00000116754,0.498877,1
ENSG00000116761,0.999999,1
ENSG00000116771,0.999999,1
ENSG00000116783,1e-06,1
ENSG00000116786,0.138304,1
ENSG00000116791,0.566482,1
ENSG00000116793,0.723171,1
ENSG00000116809,0.999999,1
ENSG00000116815,1e-06,1
ENSG00000116819,1e-06,1
ENSG00000116824,1e-06,1
ENSG00000116830,0.222728,1
ENSG00000116833,0.999999,1
ENSG00000116852,0.999999,1
ENSG00000116857,0.999999,1
ENSG00000116863,0.712043,1
ENSG00000116871,1e-06,1
ENSG00000116874,0.999999,1
ENSG00000116885,0.999999,1
ENSG00000116898,0.638447,1
ENSG00000116906,1e-06,1
ENSG00000116918,1e-06,1
ENSG00000116922,1e-06,1
ENSG00000116954,0.999999,1
ENSG00000116957,1e-06,1
ENSG00000116962,1e-06,1
ENSG00000116977,0.999999,1
ENSG00000116981,0.464293,1
ENSG00000116983,1e-06,1
ENSG00000116984,1e-06,1
ENSG00000116985,0.231862,1
ENSG00000116990,0.563693,1
ENSG00000116991,0.985615,1
ENSG00000117000,0.999999,1
ENSG00000117009,0.999999,1
ENSG00000117010,1e-06,1
ENSG00000117013,0.511451,1
ENSG00000117016,0.999999,1
ENSG00000117020,0.338628,1
ENSG00000117036,1e-06,1
ENSG00000117054,0.999999,1
ENSG00000117090,0.572434,1
ENSG00000117091,0.297307,1
ENSG00000117115,0.965737,1
ENSG00000117118,0.510038,1
ENSG00000117133,1e-06,1
ENSG00000117139,1e-06,1
ENSG00000117143,0.999999,1
ENSG00000117151,1e-06,1
ENSG00000117153,1e-06,1
ENSG00000117155,1e-06,1
ENSG00000117174,1e-06,1
ENSG00000117215,0.406351,1
ENSG00000117222,0.999999,1
ENSG00000117226,0.999999,1
ENSG00000117228,0.851548,1
ENSG00000117245,1e-06,1
ENSG00000117262,1e-06,1
ENSG00000117266,0.717796,1
ENSG00000117280,0.999999,1
ENSG00000117281,1e-06,1
ENSG00000117298,1e-06,1
ENSG00000117305,0.843069,1
ENSG00000117308,1e-06,1
ENSG00000117318,0.999999,1
ENSG00000117322,0.999999,1
ENSG00000117335,0.218553,1
ENSG00000117360,0.610897,1
ENSG00000117362,1e-06,1
ENSG00000117394,0.999999,1
ENSG00000117395,0.999999,1
ENSG00000117399,0.939184,1
ENSG00000117407,1e-06,1
ENSG00000117408,1e-06,1
ENSG00000117410,1e-06,1
ENSG00000117411,1e-06,1
ENSG00000117419,0.542999,1
ENSG00000117425,1e-06,1
ENSG00000117448,0.637629,1
ENSG00000117450,1e-06,1
ENSG00000117461,1e-06,1
ENSG00000117472,0.999999,1
ENSG00000117475,0.999999,1
ENSG00000117477,0.219676,1
ENSG00000117479,0.556096,1
ENSG00000117480,0.645573,1
ENSG00000117481,0.225401,1
ENSG00000117500,1e-06,1
ENSG00000117505,1e-06,1
ENSG00000117519,0.999999,1
ENSG00000117523,1e-06,1
ENSG00000117528,1e-06,1
ENSG00000117533,0.186151,1
ENSG00000117543,1e-06,1
ENSG00000117569,1e-06,1
ENSG00000117586,0.999999,1
ENSG00000117592,0.044661,1
ENSG00000117593,0.999999,1
ENSG00000117594,0.159891,1
ENSG00000117595,1e-06,1
ENSG00000117597,0.435345,1
ENSG00000117602,0.81788,1
ENSG00000117614,0.310896,1
ENSG00000117616,0.065105,1
ENSG00000117620,1e-06,1
ENSG00000117625,1e-06,1
ENSG00000117632,0.999999,1
ENSG00000117640,1e-06,1
ENSG00000117643,0.999999,1
ENSG00000117650,0.233772,1
ENSG00000117676,0.156516,1
ENSG00000117682,0.007477,1
ENSG00000117691,1e-06,1
ENSG00000117697,0.349454,1
ENSG00000117707,0.450844,1
ENSG00000117713,0.668108,1
ENSG00000117724,1e-06,1
ENSG00000117748,1e-06,1
ENSG00000117751,1e-06,1
ENSG00000117758,0.332709,1
ENSG00000117791,0.999999,1
ENSG00000117859,0.493669,1
ENSG00000117862,0.999999,1
ENSG00000117868,0.712166,7
ENSG00000117899,0.287207,15
ENSG00000117906,0.999999,15
ENSG00000117984,1e-06,11
ENSG00000118004,1e-06,2
ENSG00000118007,1e-06,3
ENSG00000118046,0.113131,19
ENSG00000118058,0.999999,11
ENSG00000118096,0.999999,11
ENSG00000118156,0.999999,19
ENSG00000118160,0.271322,19
ENSG00000118162,0.468633,19
ENSG00000118181,1e-06,11
ENSG00000118193,1e-06,1
ENSG00000118197,0.379154,1
ENSG00000118200,1e-06,1
ENSG00000118217,1e-06,1
ENSG00000118242,1e-06,2
ENSG00000118246,0.975803,2
ENSG00000118257,0.459276,2
ENSG00000118260,1e-06,2
ENSG00000118263,0.235822,2
ENSG00000118276,0.510528,18
ENSG00000118292,1e-06,1
ENSG00000118298,1e-06,1
ENSG00000118307,0.179516,12
ENSG00000118308,0.999999,12
ENSG00000118322,0.999999,5
ENSG00000118363,0.999999,11
ENSG00000118369,0.999999,11
ENSG00000118402,1e-06,6
ENSG00000118407,1e-06,6
ENSG00000118412,1e-06,6
ENSG00000118418,0.923256,6
ENSG00000118420,0.999999,6
ENSG00000118432,0.999999,6
ENSG00000118454,1e-06,1
ENSG00000118482,0.097755,6
ENSG00000118491,1e-06,6
ENSG00000118495,0.999999,6
ENSG00000118496,0.999999,6
ENSG00000118503,0.741728,6
ENSG00000118507,0.99135,6
ENSG00000118508,0.999999,6
ENSG00000118513,0.999999,6
ENSG00000118514,0.999999,6
ENSG00000118515,0.844211,6
ENSG00000118518,0.392294,6
ENSG00000118520,1e-06,6
