gene_id,heritability,Chromosome
ENSG00000173621,0.999999,11
ENSG00000173638,0.999999,21
ENSG00000173641,0.125991,1
ENSG00000173653,1e-06,11
ENSG00000173660,0.760274,1
ENSG00000173662,1e-06,1
ENSG00000173692,0.756675,2
ENSG00000173706,0.767009,3
ENSG00000173715,0.131781,11
ENSG00000173726,0.999999,1
ENSG00000173728,1e-06,1
ENSG00000173744,0.600748,2
ENSG00000173757,0.897198,17
ENSG00000173762,0.999999,17
ENSG00000173786,0.999999,17
ENSG00000173801,0.360653,17
ENSG00000173809,1e-06,19
ENSG00000173811,0.028114,3
ENSG00000173812,1e-06,17
ENSG00000173818,1e-06,17
ENSG00000173821,1e-06,17
ENSG00000173825,0.999999,11
ENSG00000173838,1e-06,17
ENSG00000173846,0.844821,1
ENSG00000173848,0.999999,10
ENSG00000173852,0.931773,7
ENSG00000173868,0.369104,17
ENSG00000173875,1e-06,19
ENSG00000173889,1e-06,3
ENSG00000173890,0.006194,3
ENSG00000173894,1e-06,17
ENSG00000173898,0.999999,11
ENSG00000173905,0.203099,3
ENSG00000173914,1e-06,11
ENSG00000173915,1e-06,10
ENSG00000173917,1e-06,17
ENSG00000173918,1e-06,17
ENSG00000173926,0.999999,5
ENSG00000173928,0.67502,19
ENSG00000173930,0.999999,5
ENSG00000173933,0.026512,11
ENSG00000173947,0.124991,1
ENSG00000173950,1e-06,3
ENSG00000173960,0.381336,2
ENSG00000173988,1e-06,13
ENSG00000173991,1e-06,17
ENSG00000173992,0.413449,11
ENSG00000174004,0.057071,3
ENSG00000174007,0.323408,3
ENSG00000174013,0.999999,3
ENSG00000174015,1e-06,13
ENSG00000174021,1e-06,1
ENSG00000174032,0.396889,13
ENSG00000174038,1e-06,9
ENSG00000174080,0.999999,11
ENSG00000174099,1e-06,12
ENSG00000174106,0.999999,12
ENSG00000174109,1e-06,16
ENSG00000174123,0.133474,4
ENSG00000174125,0.48432,4
ENSG00000174130,0.897327,4
ENSG00000174132,0.999999,5
ENSG00000174136,0.910264,5
ENSG00000174137,1e-06,4
ENSG00000174151,0.999999,1
ENSG00000174165,1e-06,11
ENSG00000174173,0.720171,3
ENSG00000174175,1e-06,1
ENSG00000174177,0.999999,16
ENSG00000174197,0.983308,15
ENSG00000174206,0.284738,12
ENSG00000174227,1e-06,4
ENSG00000174231,0.816013,17
ENSG00000174233,1e-06,12
ENSG00000174236,0.572235,12
ENSG00000174238,1e-06,17
ENSG00000174243,0.999999,12
ENSG00000174255,0.424782,3
ENSG00000174276,1e-06,11
ENSG00000174282,1e-06,17
ENSG00000174292,0.643376,17
ENSG00000174306,0.070199,20
ENSG00000174307,1e-06,1
ENSG00000174326,1e-06,17
ENSG00000174327,0.28328,17
ENSG00000174343,0.300698,4
ENSG00000174353,0.040963,7
ENSG00000174365,1e-06,20
ENSG00000174370,1e-06,11
ENSG00000174371,1e-06,1
ENSG00000174373,1e-06,14
ENSG00000174405,0.999999,13
ENSG00000174428,1e-06,7
ENSG00000174429,0.999999,8
ENSG00000174437,1e-06,12
ENSG00000174442,0.154073,15
ENSG00000174444,1e-06,15
ENSG00000174446,0.235955,15
ENSG00000174456,1e-06,12
ENSG00000174473,1e-06,4
ENSG00000174483,1e-06,11
ENSG00000174485,1e-06,15
ENSG00000174500,0.999999,3
ENSG00000174502,0.4712,1
ENSG00000174514,0.661277,1
ENSG00000174516,0.999999,11
ENSG00000174527,1e-06,12
ENSG00000174529,1e-06,1
ENSG00000174547,0.999999,11
ENSG00000174564,1e-06,3
ENSG00000174567,1e-06,1
ENSG00000174574,0.654623,1
ENSG00000174576,0.999999,11
ENSG00000174579,0.999999,3
ENSG00000174586,0.789689,19
ENSG00000174599,0.494232,4
ENSG00000174600,0.06043,12
ENSG00000174606,0.134094,1
ENSG00000174607,0.999999,4
ENSG00000174628,0.874624,16
ENSG00000174652,0.999999,19
ENSG00000174669,0.801599,11
ENSG00000174695,1e-06,5
ENSG00000174705,1e-06,5
ENSG00000174718,0.12848,12
ENSG00000174720,0.999999,4
ENSG00000174721,0.459832,10
ENSG00000174738,0.235461,3
ENSG00000174744,0.999999,11
ENSG00000174748,1e-06,3
ENSG00000174749,0.455815,4
ENSG00000174775,0.999999,11
ENSG00000174780,1e-06,4
ENSG00000174788,1e-06,19
ENSG00000174791,0.999999,11
ENSG00000174792,0.803825,4
ENSG00000174796,1e-06,4
ENSG00000174799,0.999999,4
ENSG00000174804,0.752909,11
ENSG00000174807,0.081329,11
ENSG00000174827,0.482348,1
ENSG00000174839,1e-06,3
ENSG00000174840,0.378118,3
ENSG00000174842,0.675677,1
ENSG00000174844,0.713723,3
ENSG00000174851,0.985097,11
ENSG00000174871,0.089921,11
ENSG00000174885,0.5866,11
ENSG00000174886,0.876736,19
ENSG00000174891,0.920808,3
ENSG00000174903,0.572467,11
ENSG00000174915,1e-06,11
ENSG00000174917,0.999999,19
ENSG00000174928,1e-06,3
ENSG00000174939,0.211962,16
ENSG00000174943,0.814314,16
ENSG00000174945,0.966211,7
ENSG00000174946,0.83872,3
ENSG00000174951,0.473877,19
ENSG00000174953,1e-06,3
ENSG00000174989,0.999999,12
ENSG00000174996,1e-06,11
ENSG00000175003,1e-06,6
ENSG00000175029,1e-06,10
ENSG00000175040,0.999999,3
ENSG00000175048,1e-06,6
ENSG00000175054,1e-06,3
ENSG00000175061,0.635021,17
ENSG00000175063,0.999999,20
ENSG00000175066,0.495618,3
ENSG00000175073,0.18758,8
ENSG00000175087,1e-06,1
ENSG00000175104,1e-06,11
ENSG00000175105,1e-06,3
ENSG00000175106,1e-06,17
ENSG00000175110,0.929484,3
ENSG00000175115,1e-06,11
ENSG00000175121,0.178527,20
ENSG00000175130,0.13732,1
ENSG00000175137,0.684461,1
ENSG00000175147,1e-06,1
ENSG00000175155,0.999999,17
ENSG00000175166,1e-06,3
ENSG00000175170,1e-06,20
ENSG00000175175,1e-06,17
ENSG00000175182,0.3789,3
ENSG00000175183,1e-06,12
ENSG00000175189,0.828258,12
ENSG00000175193,0.174906,3
ENSG00000175197,0.874373,12
ENSG00000175198,1e-06,13
ENSG00000175203,0.010291,12
ENSG00000175206,1e-06,1
ENSG00000175213,1e-06,11
ENSG00000175215,0.860174,12
ENSG00000175216,1e-06,11
ENSG00000175220,1e-06,11
ENSG00000175221,0.322401,19
ENSG00000175224,0.48381,11
ENSG00000175229,0.615981,11
ENSG00000175262,0.999999,1
ENSG00000175265,0.482441,15
ENSG00000175274,0.999999,11
ENSG00000175283,0.071243,9
ENSG00000175287,0.999999,9
ENSG00000175305,0.999999,8
ENSG00000175309,1e-06,5
ENSG00000175318,1e-06,15
ENSG00000175322,0.842596,18
ENSG00000175324,1e-06,8
ENSG00000175329,0.267089,22
ENSG00000175334,0.999999,11
ENSG00000175336,0.32261,12
ENSG00000175344,0.999999,15
ENSG00000175348,0.999999,11
ENSG00000175352,0.132707,11
ENSG00000175354,0.999999,18
ENSG00000175356,0.999999,11
ENSG00000175376,0.160309,11
ENSG00000175387,1e-06,18
ENSG00000175390,1e-06,11
ENSG00000175395,1e-06,10
ENSG00000175414,0.322623,5
ENSG00000175416,1e-06,5
ENSG00000175426,0.103139,5
ENSG00000175449,0.251694,5
ENSG00000175455,0.962997,3
ENSG00000175463,1e-06,11
ENSG00000175467,1e-06,11
ENSG00000175470,1e-06,10
ENSG00000175471,0.548995,5
ENSG00000175482,0.414179,11
ENSG00000175489,0.198135,19
ENSG00000175505,1e-06,11
ENSG00000175518,0.169914,11
ENSG00000175536,0.724945,11
ENSG00000175544,1e-06,11
ENSG00000175548,1e-06,12
ENSG00000175550,0.999999,11
ENSG00000175564,0.226273,11
ENSG00000175567,0.464146,11
ENSG00000175573,1e-06,11
ENSG00000175575,0.206563,11
ENSG00000175581,0.774098,11
ENSG00000175582,0.111875,11
ENSG00000175591,1e-06,11
ENSG00000175592,0.285844,11
ENSG00000175595,0.999999,16
ENSG00000175600,0.094469,7
ENSG00000175602,0.75311,11
ENSG00000175606,1e-06,8
ENSG00000175611,0.29969,9
ENSG00000175634,1e-06,11
ENSG00000175643,0.999999,16
ENSG00000175662,0.999999,17
ENSG00000175691,0.999999,19
ENSG00000175697,1e-06,3
ENSG00000175699,0.625987,14
ENSG00000175701,1e-06,2
ENSG00000175707,1e-06,1
ENSG00000175711,1e-06,17
ENSG00000175727,1e-06,12
ENSG00000175756,0.999999,1
ENSG00000175764,0.999999,9
ENSG00000175768,1e-06,9
ENSG00000175772,0.633622,2
ENSG00000175779,0.999999,15
ENSG00000175782,0.41307,12
ENSG00000175787,0.999999,9
ENSG00000175792,0.092815,3
ENSG00000175793,0.999999,1
ENSG00000175806,0.850591,8
ENSG00000175820,0.999999,13
ENSG00000175826,0.011139,17
ENSG00000175832,0.377831,17
ENSG00000175841,0.999999,3
ENSG00000175854,0.87795,9
ENSG00000175857,0.113501,5
ENSG00000175866,0.999999,17
ENSG00000175868,1e-06,11
ENSG00000175893,1e-06,9
ENSG00000175895,0.999999,8
ENSG00000175906,0.300064,17
ENSG00000175920,0.999999,4
ENSG00000175931,0.999999,17
ENSG00000175938,0.615829,16
ENSG00000175970,0.999999,12
ENSG00000175984,0.766707,1
ENSG00000176014,0.999999,18
ENSG00000176018,0.699496,5
ENSG00000176022,0.063757,1
ENSG00000176024,1e-06,19
ENSG00000176049,1e-06,5
ENSG00000176055,1e-06,5
ENSG00000176058,0.415054,9
ENSG00000176087,0.275966,5
ENSG00000176095,0.999999,3
ENSG00000176101,0.556709,9
ENSG00000176102,1e-06,11
ENSG00000176105,0.327985,18
ENSG00000176108,1e-06,17
ENSG00000176124,0.999999,13
ENSG00000176125,0.807196,7
ENSG00000176142,1e-06,3
ENSG00000176148,1e-06,11
ENSG00000176153,1e-06,14
ENSG00000176155,1e-06,17
ENSG00000176160,0.999999,17
ENSG00000176165,0.999999,14
ENSG00000176170,0.999999,17
ENSG00000176171,1e-06,10
ENSG00000176177,1e-06,22
ENSG00000176182,1e-06,19
ENSG00000176208,0.999999,17
ENSG00000176209,1e-06,8
ENSG00000176222,0.999999,19
ENSG00000176225,0.999999,18
ENSG00000176236,0.187659,10
ENSG00000176244,1e-06,10
ENSG00000176248,0.474017,9
ENSG00000176261,1e-06,1
ENSG00000176273,0.702245,10
ENSG00000176293,0.133577,19
ENSG00000176340,0.081661,11
ENSG00000176371,0.55728,15
ENSG00000176381,0.857801,6
ENSG00000176383,1e-06,12
ENSG00000176386,0.26269,9
ENSG00000176387,0.999999,16
ENSG00000176390,1e-06,17
ENSG00000176393,0.918166,1
ENSG00000176396,0.814612,19
ENSG00000176401,0.307513,19
ENSG00000176402,0.999999,7
ENSG00000176406,0.564163,8
ENSG00000176407,0.622094,2
ENSG00000176422,0.25612,12
ENSG00000176428,0.436382,7
ENSG00000176438,0.52301,14
ENSG00000176444,0.936971,1
ENSG00000176454,0.999999,15
ENSG00000176463,0.999999,15
ENSG00000176472,0.034638,19
ENSG00000176473,1e-06,14
ENSG00000176485,0.999999,11
ENSG00000176490,1e-06,19
ENSG00000176531,0.999999,19
ENSG00000176533,0.779724,19
ENSG00000176563,1e-06,17
ENSG00000176595,0.454556,8
ENSG00000176597,0.999999,3
ENSG00000176619,0.173466,19
ENSG00000176623,1e-06,8
ENSG00000176624,1e-06,18
ENSG00000176641,0.037449,18
ENSG00000176658,0.999999,17
ENSG00000176659,0.303031,20
ENSG00000176681,0.533453,17
ENSG00000176697,1e-06,11
ENSG00000176700,0.780835,15
ENSG00000176714,1e-06,2
ENSG00000176715,1e-06,16
ENSG00000176720,1e-06,2
ENSG00000176723,0.845263,16
ENSG00000176731,1e-06,8
ENSG00000176732,0.999999,2
ENSG00000176749,0.999999,17
ENSG00000176771,0.999999,2
ENSG00000176783,0.104779,5
ENSG00000176788,0.042274,5
ENSG00000176809,0.598252,17
ENSG00000176826,0.999999,7
ENSG00000176834,0.148381,12
ENSG00000176845,1e-06,17
ENSG00000176853,0.144013,8
ENSG00000176871,1e-06,12
ENSG00000176884,1e-06,9
ENSG00000176890,0.831754,18
ENSG00000176894,0.999999,12
ENSG00000176903,0.999999,14
ENSG00000176909,1e-06,19
ENSG00000176915,1e-06,12
ENSG00000176920,1e-06,19
ENSG00000176927,1e-06,17
ENSG00000176928,0.999999,5
ENSG00000176933,0.618217,6
ENSG00000176945,0.391884,3
ENSG00000176946,0.999999,2
ENSG00000176953,1e-06,16
ENSG00000176974,0.999999,17
ENSG00000176978,0.999999,9
ENSG00000176986,1e-06,10
ENSG00000176994,0.999999,17
ENSG00000177000,0.127436,1
ENSG00000177025,0.999999,19
ENSG00000177030,0.999999,11
ENSG00000177034,0.26415,5
ENSG00000177042,1e-06,11
ENSG00000177045,0.760307,19
ENSG00000177051,1e-06,19
ENSG00000177054,1e-06,11
ENSG00000177058,1e-06,5
ENSG00000177076,0.999999,9
ENSG00000177082,0.153283,15
ENSG00000177084,0.543265,12
ENSG00000177096,0.999999,22
ENSG00000177098,0.031315,11
ENSG00000177103,0.889772,11
ENSG00000177105,1e-06,11
ENSG00000177106,0.999999,11
ENSG00000177119,1e-06,12
ENSG00000177125,0.192929,9
ENSG00000177144,1e-06,1
ENSG00000177150,1e-06,18
ENSG00000177151,0.045372,1
ENSG00000177156,0.854013,11
ENSG00000177169,1e-06,12
ENSG00000177181,0.394093,1
ENSG00000177182,1e-06,8
ENSG00000177191,1e-06,19
ENSG00000177192,1e-06,12
ENSG00000177200,1e-06,16
ENSG00000177225,1e-06,11
ENSG00000177238,0.731267,16
ENSG00000177239,1e-06,9
ENSG00000177257,0.148618,8
ENSG00000177272,1e-06,1
ENSG00000177283,0.277556,10
ENSG00000177294,0.638373,17
ENSG00000177301,0.807981,1
ENSG00000177302,1e-06,17
ENSG00000177303,0.999999,17
ENSG00000177311,0.999999,3
ENSG00000177335,0.330724,8
ENSG00000177337,1e-06,18
ENSG00000177338,0.072338,17
ENSG00000177350,0.639466,14
ENSG00000177352,0.60072,3
ENSG00000177370,0.848973,17
ENSG00000177374,0.278047,17
ENSG00000177380,0.231738,19
ENSG00000177383,0.999999,3
ENSG00000177398,0.25533,21
ENSG00000177409,1e-06,7
ENSG00000177410,0.403879,20
ENSG00000177425,1e-06,12
ENSG00000177426,1e-06,18
ENSG00000177427,1e-06,17
ENSG00000177432,0.999999,4
ENSG00000177453,0.984662,5
ENSG00000177455,0.999999,16
ENSG00000177459,1e-06,8
ENSG00000177463,1e-06,3
ENSG00000177464,1e-06,19
ENSG00000177465,0.999999,14
ENSG00000177469,0.999999,17
ENSG00000177479,0.999999,3
ENSG00000177483,0.780962,2
ENSG00000177494,0.999999,3
ENSG00000177519,0.971781,2
ENSG00000177542,0.159877,11
ENSG00000177548,0.999999,16
ENSG00000177551,1e-06,1
ENSG00000177556,0.71627,5
ENSG00000177565,0.086912,3
ENSG00000177570,1e-06,8
ENSG00000177576,1e-06,18
ENSG00000177595,0.999999,11
ENSG00000177599,1e-06,19
ENSG00000177600,1e-06,11
ENSG00000177606,0.999999,1
ENSG00000177613,0.999999,10
ENSG00000177627,0.240279,12
ENSG00000177628,1e-06,1
ENSG00000177640,1e-06,10
ENSG00000177646,1e-06,3
ENSG00000177663,1e-06,22
ENSG00000177666,1e-06,11
ENSG00000177669,0.999999,8
ENSG00000177674,0.129907,1
ENSG00000177683,1e-06,7
ENSG00000177688,1e-06,6
ENSG00000177692,0.049664,21
ENSG00000177694,0.999999,3
ENSG00000177697,0.452706,11
ENSG00000177700,1e-06,11
ENSG00000177707,1e-06,3
ENSG00000177710,0.28496,8
ENSG00000177721,0.793,5
ENSG00000177731,0.642222,17
ENSG00000177732,0.363764,20
ENSG00000177733,0.091881,5
ENSG00000177757,1e-06,1
ENSG00000177791,0.618842,10
ENSG00000177807,1e-06,1
ENSG00000177830,0.250146,11
ENSG00000177839,0.326926,5
ENSG00000177842,0.414763,3
ENSG00000177873,0.474073,3
ENSG00000177875,0.732873,12
ENSG00000177879,1e-06,5
ENSG00000177885,0.215947,17
ENSG00000177888,0.360612,1
ENSG00000177889,0.896139,12
ENSG00000177917,0.867451,2
ENSG00000177932,0.999999,5
ENSG00000177943,1e-06,9
ENSG00000177946,0.71261,16
ENSG00000177951,0.622499,11
ENSG00000177954,1e-06,1
ENSG00000177963,0.319542,11
ENSG00000177971,0.917177,15
ENSG00000177981,1e-06,12
ENSG00000177984,0.41495,9
ENSG00000177989,0.708312,22
ENSG00000177990,0.586837,12
ENSG00000178015,0.554786,5
ENSG00000178026,0.999999,22
ENSG00000178028,1e-06,1
ENSG00000178031,1e-06,9
ENSG00000178035,0.999999,3
ENSG00000178038,1e-06,3
ENSG00000178053,1e-06,3
ENSG00000178057,0.824775,3
ENSG00000178074,0.150361,2
ENSG00000178075,1e-06,3
ENSG00000178078,1e-06,19
ENSG00000178093,1e-06,19
ENSG00000178096,1e-06,1
ENSG00000178105,1e-06,11
ENSG00000178127,0.982785,18
ENSG00000178149,1e-06,3
ENSG00000178150,0.999999,19
ENSG00000178162,0.710176,2
ENSG00000178163,0.999999,4
ENSG00000178177,1e-06,4
ENSG00000178184,0.999999,18
ENSG00000178188,1e-06,16
ENSG00000178199,0.999999,6
ENSG00000178202,0.999999,11
ENSG00000178209,0.163854,8
ENSG00000178217,0.455247,10
ENSG00000178222,1e-06,4
ENSG00000178226,0.600778,16
ENSG00000178229,0.007137,19
ENSG00000178233,0.38333,6
ENSG00000178234,0.782733,7
ENSG00000178252,0.100092,3
ENSG00000178295,1e-06,2
ENSG00000178297,0.177402,19
ENSG00000178301,0.803848,11
ENSG00000178307,0.999999,17
ENSG00000178338,0.115554,5
ENSG00000178342,0.439648,18
ENSG00000178343,0.518992,4
ENSG00000178381,0.526261,7
ENSG00000178385,1e-06,2
ENSG00000178386,0.999999,19
ENSG00000178397,0.547726,7
ENSG00000178403,0.999999,4
ENSG00000178409,0.104575,6
ENSG00000178425,0.999999,6
ENSG00000178445,0.999999,9
ENSG00000178449,0.940169,12
ENSG00000178460,1e-06,8
ENSG00000178467,1e-06,3
ENSG00000178498,1e-06,12
ENSG00000178502,0.537599,17
ENSG00000178531,0.999999,19
ENSG00000178537,0.920461,3
ENSG00000178562,0.999999,2
ENSG00000178585,0.999999,1
ENSG00000178607,0.398316,17
ENSG00000178623,0.496872,2
ENSG00000178662,0.999999,2
ENSG00000178665,0.218756,7
ENSG00000178685,0.235125,8
ENSG00000178691,0.069509,17
ENSG00000178694,1e-06,3
ENSG00000178695,0.684321,13
ENSG00000178700,1e-06,3
ENSG00000178719,1e-06,8
ENSG00000178726,1e-06,20
ENSG00000178732,0.31838,3
ENSG00000178741,1e-06,15
ENSG00000178750,1e-06,3
ENSG00000178761,1e-06,15
ENSG00000178764,0.999999,8
ENSG00000178773,0.999999,16
ENSG00000178789,0.999999,17
ENSG00000178802,1e-06,15
ENSG00000178803,1e-06,22
ENSG00000178809,1e-06,7
ENSG00000178821,0.435911,1
ENSG00000178826,1e-06,7
ENSG00000178852,1e-06,17
ENSG00000178860,0.999999,8
ENSG00000178878,0.999999,12
ENSG00000178896,0.999999,8
ENSG00000178904,1e-06,19
ENSG00000178913,0.999999,5
ENSG00000178917,1e-06,3
ENSG00000178921,0.999999,17
ENSG00000178922,1e-06,1
ENSG00000178927,0.340157,17
ENSG00000178935,1e-06,19
ENSG00000178950,1e-06,4
ENSG00000178951,0.224464,19
ENSG00000178952,0.999999,16
ENSG00000178965,1e-06,1
ENSG00000178966,1e-06,9
ENSG00000178971,0.999999,17
ENSG00000178974,0.145926,14
ENSG00000178977,0.999999,17
ENSG00000178980,0.443023,19
ENSG00000178982,0.40009,19
ENSG00000178988,1e-06,4
ENSG00000178996,0.999999,5
ENSG00000178999,0.999999,17
ENSG00000179008,0.406395,14
ENSG00000179010,1e-06,4
ENSG00000179021,1e-06,3
ENSG00000179023,1e-06,1
ENSG00000179029,0.019204,17
ENSG00000179051,0.072637,1
ENSG00000179057,1e-06,11
ENSG00000179085,0.999999,1
ENSG00000179088,0.177913,12
ENSG00000179091,0.049764,8
ENSG00000179094,0.986307,17
ENSG00000179104,0.573806,12
ENSG00000179111,0.870979,17
ENSG00000179115,0.999999,19
ENSG00000179119,1e-06,11
ENSG00000179133,0.924904,10
ENSG00000179134,1e-06,19
ENSG00000179144,0.674335,7
ENSG00000179148,0.999999,17
ENSG00000179151,0.999999,15
ENSG00000179152,1e-06,3
ENSG00000179163,0.213307,1
ENSG00000179165,0.999999,6
ENSG00000179168,1e-06,19
ENSG00000179172,1e-06,1
ENSG00000179178,1e-06,1
ENSG00000179195,1e-06,12
ENSG00000179218,0.999999,19
ENSG00000179241,0.999999,11
ENSG00000179256,1e-06,12
ENSG00000179262,0.999999,19
ENSG00000179271,0.999999,19
ENSG00000179284,1e-06,19
ENSG00000179295,1e-06,12
ENSG00000179299,0.054015,4
ENSG00000179314,1e-06,17
ENSG00000179331,0.999999,11
ENSG00000179335,1e-06,15
ENSG00000179344,0.999999,6
ENSG00000179361,1e-06,15
ENSG00000179362,0.999999,15
ENSG00000179364,1e-06,14
ENSG00000179387,0.588914,4
ENSG00000179388,0.173158,8
ENSG00000179397,1e-06,1
ENSG00000179399,0.999999,13
ENSG00000179403,0.99801,1
ENSG00000179406,1e-06,7
ENSG00000179409,0.986238,17
ENSG00000179431,0.999999,11
ENSG00000179454,1e-06,14
ENSG00000179455,0.271581,15
ENSG00000179456,0.486195,1
ENSG00000179476,0.999999,14
ENSG00000179477,0.999999,17
ENSG00000179523,1e-06,15
ENSG00000179526,0.999999,8
ENSG00000179528,0.01179,2
ENSG00000179532,0.207998,11
ENSG00000179562,1e-06,7
ENSG00000179564,0.734718,3
ENSG00000179583,0.085391,16
ENSG00000179588,0.949431,16
ENSG00000179593,0.999999,17
ENSG00000179598,0.328161,17
ENSG00000179603,0.999999,7
ENSG00000179604,0.013388,17
ENSG00000179627,0.999999,14
ENSG00000179630,0.999999,13
ENSG00000179632,1e-06,8
ENSG00000179715,0.999999,12
ENSG00000179743,0.381589,1
ENSG00000179750,0.752745,22
ENSG00000179761,0.36376,17
ENSG00000179766,0.092255,9
ENSG00000179818,0.073571,2
ENSG00000179820,1e-06,19
ENSG00000179832,1e-06,8
ENSG00000179833,0.999999,2
ENSG00000179841,0.999999,14
ENSG00000179846,1e-06,19
ENSG00000179855,1e-06,19
ENSG00000179862,0.999999,1
ENSG00000179869,1e-06,7
ENSG00000179873,1e-06,19
ENSG00000179889,1e-06,16
ENSG00000179909,0.999999,19
ENSG00000179912,0.45936,12
ENSG00000179918,0.772658,16
ENSG00000179921,0.701298,2
ENSG00000179922,0.639008,19
ENSG00000179933,0.65774,14
ENSG00000179934,0.480017,3
ENSG00000179935,1e-06,20
ENSG00000179938,0.465455,15
ENSG00000179941,1e-06,12
ENSG00000179943,1e-06,19
ENSG00000179950,0.508574,8
ENSG00000179954,0.441385,19
ENSG00000179958,0.935359,16
ENSG00000179965,1e-06,16
ENSG00000179979,1e-06,4
ENSG00000179981,0.10968,18
ENSG00000179988,1e-06,10
ENSG00000179994,1e-06,7
ENSG00000180008,0.034009,14
ENSG00000180011,0.999999,18
ENSG00000180035,1e-06,16
ENSG00000180061,0.999999,19
ENSG00000180066,1e-06,10
ENSG00000180071,0.056074,9
ENSG00000180096,0.198238,16
ENSG00000180098,0.017203,1
ENSG00000180104,1e-06,5
ENSG00000180138,0.59859,13
ENSG00000180178,0.999999,2
ENSG00000180185,0.999999,16
ENSG00000180198,0.428327,1
ENSG00000180209,0.999999,16
ENSG00000180228,0.999999,2
ENSG00000180229,0.999999,15
ENSG00000180233,0.554871,7
ENSG00000180257,1e-06,19
ENSG00000180263,0.999999,12
ENSG00000180279,1e-06,19
ENSG00000180304,1e-06,15
ENSG00000180329,1e-06,17
ENSG00000180336,0.093425,17
ENSG00000180340,0.837077,17
ENSG00000180346,0.999999,4
ENSG00000180353,0.114078,3
ENSG00000180354,0.974885,7
ENSG00000180357,0.600483,15
ENSG00000180370,0.569326,3
ENSG00000180376,1e-06,3
ENSG00000180385,0.999999,3
ENSG00000180389,0.958334,13
ENSG00000180398,1e-06,2
ENSG00000180423,1e-06,11
ENSG00000180425,1e-06,11
ENSG00000180438,1e-06,3
ENSG00000180448,1e-06,19
ENSG00000180479,1e-06,19
ENSG00000180481,1e-06,12
ENSG00000180488,1e-06,1
ENSG00000180530,0.999999,21
ENSG00000180532,1e-06,19
ENSG00000180535,0.138896,7
ENSG00000180539,0.999999,9
ENSG00000180543,0.999999,8
ENSG00000180549,0.999999,9
ENSG00000180573,0.889319,6
ENSG00000180592,0.862365,10
ENSG00000180596,1e-06,6
ENSG00000180611,0.553312,3
ENSG00000180613,1e-06,4
ENSG00000180616,1e-06,17
ENSG00000180626,1e-06,17
ENSG00000180628,0.777114,10
ENSG00000180644,1e-06,10
ENSG00000180658,0.999999,6
ENSG00000180660,0.731125,13
ENSG00000180667,0.430189,1
ENSG00000180694,0.43708,8
ENSG00000180720,0.029117,11
ENSG00000180747,1e-06,16
ENSG00000180758,0.999999,1
ENSG00000180764,0.999999,10
ENSG00000180773,0.296965,11
ENSG00000180776,0.205441,13
ENSG00000180787,1e-06,17
ENSG00000180817,0.999999,10
ENSG00000180822,1e-06,6
ENSG00000180828,0.466421,8
ENSG00000180834,1e-06,3
ENSG00000180855,0.916815,19
ENSG00000180867,1e-06,1
ENSG00000180871,0.277235,2
ENSG00000180881,0.410971,12
ENSG00000180884,1e-06,19
ENSG00000180891,0.446174,17
ENSG00000180900,0.021943,8
ENSG00000180901,1e-06,17
ENSG00000180902,1e-06,2
ENSG00000180914,1e-06,3
ENSG00000180917,1e-06,16
ENSG00000180921,1e-06,8
ENSG00000180938,1e-06,8
ENSG00000180953,0.428058,15
ENSG00000180957,0.133912,22
ENSG00000180979,1e-06,15
ENSG00000180988,0.60659,11
ENSG00000180992,0.321626,6
ENSG00000180998,0.746962,14
ENSG00000181004,1e-06,4
ENSG00000181007,0.256389,19
ENSG00000181013,0.811926,17
ENSG00000181016,1e-06,7
ENSG00000181019,0.999999,16
ENSG00000181026,0.999999,15
ENSG00000181027,0.999999,19
ENSG00000181029,1e-06,19
ENSG00000181031,0.866763,17
ENSG00000181035,0.999999,19
ENSG00000181038,1e-06,17
ENSG00000181045,0.999999,17
ENSG00000181061,0.999999,3
ENSG00000181074,0.999999,11
ENSG00000181090,0.999999,9
ENSG00000181104,0.999999,5
ENSG00000181135,1e-06,8
ENSG00000181163,0.999999,5
ENSG00000181192,0.257809,10
ENSG00000181218,1e-06,1
ENSG00000181220,0.999999,7
ENSG00000181240,0.695696,19
ENSG00000181264,0.999999,11
ENSG00000181274,0.508005,10
ENSG00000181284,1e-06,17
ENSG00000181315,0.999999,6
ENSG00000181322,1e-06,3
ENSG00000181333,1e-06,11
ENSG00000181350,0.999999,17
ENSG00000181358,0.575925,13
ENSG00000181381,0.397723,4
ENSG00000181392,0.362756,19
ENSG00000181396,0.999999,17
ENSG00000181404,0.675144,9
ENSG00000181408,1e-06,17
ENSG00000181409,0.662561,17
ENSG00000181418,0.456296,12
ENSG00000181444,1e-06,7
ENSG00000181450,0.999999,1
ENSG00000181458,0.243228,3
ENSG00000181467,1e-06,3
ENSG00000181472,0.153636,6
ENSG00000181481,0.999999,17
ENSG00000181513,0.365842,17
ENSG00000181523,1e-06,17
ENSG00000181555,0.999999,3
ENSG00000181577,0.999999,6
ENSG00000181588,0.296099,19
ENSG00000181610,0.999999,17
ENSG00000181619,0.999999,14
ENSG00000181634,1e-06,9
ENSG00000181638,1e-06,8
ENSG00000181649,0.609293,11
ENSG00000181666,0.999999,19
ENSG00000181690,1e-06,8
ENSG00000181722,0.228763,3
ENSG00000181744,0.673064,3
ENSG00000181751,0.999999,5
ENSG00000181754,0.799049,1
ENSG00000181773,0.908672,1
ENSG00000181788,1e-06,3
